Dictionary Name,Total Sentences (#),Total Correct Transformations (#),Total Pos->Pos Transformations (#),Correct Pos->Pos Transformations (#),Total Pos->Neg Transformations (#),Correct Pos->Neg Transformations (#),Correct Pos->Pos Transformations (%),Correct Pos->Neg Transformations (%),Total Correct Transformations (%),Total source tokens,Total Prediction Tokens per Source,Total Target Tokens per Source,Pos->Pos Token Precision (%),Pos->Neg Token Precision (%),Pos->Pos Token Recall (%),Pos->Neg Token Recall (%),Pos->Pos Category Precision (%),Pos->Neg Category Precision (%),Pos->Pos Category Recall (%),Pos->Neg Category Recall (%),Parseable Sentences (#),Pos->Pos Parseable Sentences (#),Pos->Neg Parseable Sentences (#),Parseable Sentences (%),Pos->Pos Parseable Sentences (%),Pos->Neg Parseable Sentences (%),Pos->Pos Preseve Tree Structures (%),Pos->Pos Preserve Significant Clauses (%),Pos->Neg Preseve Tree Structures (%),Pos->Neg Preserve Significant Clauses (%),Pos->Neg Predictions with Main Clause (#),Pos->Neg Predictions that Negate Main Clause (#),Pos->Neg Predictions that Negate Outside Main Clause (#),Pos->Neg Predictions that Negate Outside Main Clause (%),Pos->Neg Predictions without Main Clause (#),Pos->Neg Predictions that Negate Main Clause (Denominator: all Pos->Neg sentences),Pos->Neg Predictions that Negate Main Clause (Denominator: only Pos->Neg sentences with main clauses),Pos->Neg Predictions with Main Clause (%),Pos->Neg Predictions Containing the Target Verb (%),Pos->Neg Predictions Negating the Target Verb (Denominator: all pos->neg sentences),Pos->Neg Predictions Negating the Target Verb (Denominator: pos->neg with target verb)
13.00,230.00,157.00,111.00,99.00,119.00,58.00,0.89,0.49,0.68,"1,547.00","1,663.00","1,666.00",0.98,0.74,0.97,0.74,0.99,0.75,0.98,0.74,215.00,110.00,105.00,0.93,0.99,0.88,0.95,0.95,0.50,0.85,102.00,59.00,42.00,0.41,3.00,0.50,0.58,0.86,0.96,0.50,0.53
14.00,177.00,116.00,86.00,78.00,91.00,38.00,0.91,0.42,0.66,"1,274.00","1,341.00","1,365.00",0.99,0.71,0.96,0.69,0.99,0.71,0.97,0.70,173.00,85.00,88.00,0.98,0.99,0.97,0.92,0.92,0.44,0.90,83.00,40.00,43.00,0.52,5.00,0.44,0.48,0.91,0.95,0.44,0.47
15.00,518.00,363.00,252.00,228.00,266.00,135.00,0.90,0.51,0.70,"3,990.00","4,239.00","4,256.00",0.97,0.74,0.97,0.74,0.98,0.74,0.97,0.74,495.00,243.00,252.00,0.96,0.96,0.95,0.94,0.94,0.52,0.91,245.00,138.00,104.00,0.42,7.00,0.52,0.56,0.92,0.96,0.56,0.59
16.00,347.00,218.00,161.00,135.00,186.00,83.00,0.84,0.45,0.63,"2,976.00","3,166.00","3,162.00",0.92,0.70,0.92,0.70,0.93,0.70,0.93,0.70,318.00,145.00,173.00,0.92,0.90,0.93,0.86,0.86,0.45,0.89,169.00,86.00,82.00,0.49,4.00,0.46,0.51,0.91,0.98,0.51,0.52
17.00,156.00,79.00,78.00,55.00,78.00,24.00,0.71,0.31,0.51,"1,326.00","1,389.00","1,404.00",0.93,0.61,0.90,0.60,0.94,0.61,0.91,0.60,140.00,72.00,68.00,0.90,0.92,0.87,0.79,0.79,0.33,0.65,59.00,27.00,30.00,0.51,9.00,0.35,0.46,0.76,0.96,0.42,0.44
18.00,52.00,23.00,22.00,14.00,30.00,9.00,0.64,0.30,0.44,540.00,537.00,570.00,0.87,0.73,0.93,0.69,0.87,0.73,0.93,0.69,44.00,21.00,23.00,0.85,0.95,0.77,0.68,0.68,0.30,0.57,19.00,11.00,8.00,0.42,4.00,0.37,0.58,0.63,0.93,0.43,0.46
19.00,257.00,154.00,138.00,114.00,119.00,40.00,0.83,0.34,0.60,"2,261.00","2,333.00","2,380.00",0.95,0.65,0.94,0.63,0.96,0.65,0.95,0.64,244.00,136.00,108.00,0.95,0.99,0.91,0.85,0.85,0.34,0.76,98.00,44.00,54.00,0.55,10.00,0.37,0.45,0.82,0.87,0.41,0.47
20.00,262.00,144.00,119.00,90.00,143.00,54.00,0.76,0.38,0.55,"2,860.00","2,938.00","3,003.00",0.96,0.69,0.94,0.67,0.96,0.69,0.95,0.68,247.00,113.00,134.00,0.94,0.95,0.94,0.80,0.80,0.40,0.85,128.00,58.00,68.00,0.53,6.00,0.41,0.45,0.90,0.95,0.43,0.46
21.00,175.00,72.00,83.00,48.00,92.00,24.00,0.58,0.26,0.41,"1,932.00","1,993.00","2,024.00",0.89,0.59,0.90,0.58,0.91,0.60,0.91,0.59,152.00,70.00,82.00,0.87,0.84,0.89,0.65,0.65,0.26,0.64,71.00,29.00,42.00,0.59,11.00,0.32,0.41,0.77,0.95,0.41,0.44
22.00,70.00,14.00,37.00,10.00,33.00,4.00,0.27,0.12,0.20,726.00,729.00,759.00,0.81,0.57,0.79,0.55,0.83,0.58,0.82,0.56,54.00,30.00,24.00,0.77,0.81,0.73,0.38,0.38,0.12,0.33,16.00,9.00,7.00,0.44,8.00,0.27,0.56,0.48,0.85,0.45,0.54
23.00,65.00,16.00,36.00,13.00,29.00,3.00,0.36,0.10,0.25,667.00,680.00,696.00,0.86,0.55,0.83,0.54,0.89,0.57,0.86,0.56,48.00,26.00,22.00,0.74,0.72,0.76,0.47,0.47,0.14,0.48,18.00,6.00,12.00,0.67,4.00,0.21,0.33,0.62,0.83,0.28,0.33
24.00,42.00,3.00,24.00,2.00,18.00,1.00,0.08,0.06,0.07,432.00,418.00,450.00,0.72,0.53,0.61,0.49,0.76,0.54,0.65,0.50,30.00,18.00,12.00,0.71,0.75,0.67,0.08,0.08,0.06,0.17,6.00,4.00,2.00,0.33,6.00,0.22,0.67,0.33,0.72,0.33,0.46
