Dictionary Name,Total Sentences (#),Total Correct Transformations (#),Total Pos->Pos Transformations (#),Correct Pos->Pos Transformations (#),Total Pos->Neg Transformations (#),Correct Pos->Neg Transformations (#),Correct Pos->Pos Transformations (%),Correct Pos->Neg Transformations (%),Total Correct Transformations (%),Total source tokens,Total Prediction Tokens per Source,Total Target Tokens per Source,Pos->Pos Token Precision (%),Pos->Neg Token Precision (%),Pos->Pos Token Recall (%),Pos->Neg Token Recall (%),Pos->Pos Category Precision (%),Pos->Neg Category Precision (%),Pos->Pos Category Recall (%),Pos->Neg Category Recall (%),Parseable Sentences (#),Pos->Pos Parseable Sentences (#),Pos->Neg Parseable Sentences (#),Parseable Sentences (%),Pos->Pos Parseable Sentences (%),Pos->Neg Parseable Sentences (%),Pos->Pos Preseve Tree Structures (%),Pos->Pos Preserve Significant Clauses (%),Pos->Neg Preseve Tree Structures (%),Pos->Neg Preserve Significant Clauses (%),Pos->Neg Predictions with Main Clause (#),Pos->Neg Predictions that Negate Main Clause (#),Pos->Neg Predictions that Negate Outside Main Clause (#),Pos->Neg Predictions that Negate Outside Main Clause (%),Pos->Neg Predictions without Main Clause (#),Pos->Neg Predictions that Negate Main Clause (Denominator: all Pos->Neg sentences),Pos->Neg Predictions that Negate Main Clause (Denominator: only Pos->Neg sentences with main clauses),Pos->Neg Predictions with Main Clause (%),Pos->Neg Predictions Containing the Target Verb (%),Pos->Neg Predictions Negating the Target Verb (Denominator: all pos->neg sentences),Pos->Neg Predictions Negating the Target Verb (Denominator: pos->neg with target verb)
3.00,"1,103.00","1,103.00",544.00,544.00,559.00,559.00,1.00,1.00,1.00,"1,677.00","2,236.00","2,236.00",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"1,103.00",544.00,559.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,559.00,559.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00
4.00,262.00,262.00,133.00,133.00,129.00,129.00,1.00,1.00,1.00,516.00,645.00,645.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,262.00,133.00,129.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,129.00,129.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00
5.00,"2,136.00","2,136.00","1,072.00","1,072.00","1,064.00","1,064.00",1.00,1.00,1.00,"5,320.00","6,384.00","6,384.00",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"2,136.00","1,072.00","1,064.00",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"1,064.00","1,064.00",0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00
6.00,542.00,542.00,255.00,255.00,287.00,287.00,1.00,1.00,1.00,"1,722.00","2,009.00","2,009.00",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,542.00,255.00,287.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,287.00,287.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00
7.00,83.00,58.00,40.00,39.00,43.00,19.00,0.98,0.44,0.70,301.00,343.00,344.00,0.98,0.73,0.98,0.72,0.98,0.73,0.98,0.72,80.00,39.00,41.00,0.96,0.98,0.95,0.98,0.98,0.44,0.95,41.00,19.00,22.00,0.54,0.00,0.44,0.46,0.95,1.00,0.47,0.47
8.00,36.00,28.00,17.00,17.00,19.00,11.00,1.00,0.58,0.78,152.00,170.00,171.00,1.00,0.78,1.00,0.78,1.00,0.78,1.00,0.78,35.00,17.00,18.00,0.97,1.00,0.95,1.00,1.00,0.58,0.95,18.00,11.00,7.00,0.39,0.00,0.58,0.61,0.95,1.00,0.63,0.63
9.00,"1,968.00","1,894.00",963.00,961.00,"1,005.00",933.00,1.00,0.93,0.96,"9,045.00","10,052.00","10,050.00",1.00,0.96,1.00,0.96,1.00,0.96,1.00,0.96,"1,966.00",963.00,"1,003.00",1.00,1.00,1.00,1.00,1.00,0.93,1.00,"1,003.00",933.00,70.00,0.07,0.00,0.93,0.93,1.00,1.00,0.93,0.93
10.00,980.00,938.00,496.00,495.00,484.00,443.00,1.00,0.92,0.96,"4,840.00","5,312.00","5,324.00",1.00,0.96,1.00,0.96,1.00,0.96,1.00,0.96,967.00,495.00,472.00,0.99,1.00,0.98,1.00,1.00,0.92,0.98,472.00,443.00,29.00,0.06,0.00,0.92,0.94,0.98,1.00,0.92,0.92
11.00,391.00,320.00,207.00,202.00,184.00,118.00,0.98,0.64,0.82,"2,024.00","2,211.00","2,208.00",0.99,0.82,1.00,0.82,0.99,0.82,1.00,0.82,383.00,202.00,181.00,0.98,0.98,0.98,0.98,0.98,0.64,0.98,181.00,118.00,63.00,0.35,0.00,0.64,0.65,0.98,1.00,0.66,0.66
12.00,148.00,109.00,79.00,77.00,69.00,32.00,0.97,0.46,0.74,828.00,887.00,897.00,0.99,0.73,1.00,0.72,0.99,0.73,1.00,0.72,137.00,78.00,59.00,0.93,0.99,0.86,0.99,0.99,0.46,0.86,59.00,32.00,27.00,0.46,0.00,0.46,0.54,0.86,1.00,0.49,0.49
