Dictionary Name,Total Sentences (#),Total Correct Transformations (#),Total Pos->Pos Transformations (#),Correct Pos->Pos Transformations (#),Total Pos->Neg Transformations (#),Correct Pos->Neg Transformations (#),Correct Pos->Pos Transformations (%),Correct Pos->Neg Transformations (%),Total Correct Transformations (%),Total source tokens,Total Prediction Tokens per Source,Total Target Tokens per Source,Pos->Pos Token Precision (%),Pos->Neg Token Precision (%),Pos->Pos Token Recall (%),Pos->Neg Token Recall (%),Pos->Pos Category Precision (%),Pos->Neg Category Precision (%),Pos->Pos Category Recall (%),Pos->Neg Category Recall (%),Parseable Sentences (#),Pos->Pos Parseable Sentences (#),Pos->Neg Parseable Sentences (#),Parseable Sentences (%),Pos->Pos Parseable Sentences (%),Pos->Neg Parseable Sentences (%),Pos->Pos Preseve Tree Structures (%),Pos->Pos Preserve Significant Clauses (%),Pos->Neg Preseve Tree Structures (%),Pos->Neg Preserve Significant Clauses (%),Pos->Neg Predictions with Main Clause (#),Pos->Neg Predictions that Negate Main Clause (#),Pos->Neg Predictions that Negate Outside Main Clause (#),Pos->Neg Predictions that Negate Outside Main Clause (%),Pos->Neg Predictions without Main Clause (#),Pos->Neg Predictions that Negate Main Clause (Denominator: all Pos->Neg sentences),Pos->Neg Predictions that Negate Main Clause (Denominator: only Pos->Neg sentences with main clauses),Pos->Neg Predictions with Main Clause (%),Pos->Neg Predictions Containing the Target Verb (%),Pos->Neg Predictions Negating the Target Verb (Denominator: all pos->neg sentences),Pos->Neg Predictions Negating the Target Verb (Denominator: pos->neg with target verb)
3.00,"1,103.00","1,093.00",544.00,538.00,559.00,555.00,0.99,0.99,0.99,"1,677.00","2,238.00","2,236.00",0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"1,103.00",544.00,559.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,559.00,559.00,0.00,0.00,0.00,1.00,1.00,1.00,0.99,0.99,1.00
4.00,262.00,242.00,133.00,123.00,129.00,119.00,0.92,0.92,0.92,516.00,655.00,645.00,0.96,0.97,0.98,0.98,0.97,0.98,1.00,1.00,261.00,132.00,129.00,1.00,0.99,1.00,0.95,0.95,0.96,0.96,129.00,129.00,0.00,0.00,0.00,1.00,1.00,1.00,0.95,0.95,1.00
5.00,"2,136.00",941.00,"1,072.00",507.00,"1,064.00",434.00,0.47,0.41,0.44,"5,320.00","6,384.00","6,384.00",0.89,0.90,0.89,0.90,0.96,0.96,0.96,0.96,"2,136.00","1,072.00","1,064.00",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"1,064.00","1,064.00",0.00,0.00,0.00,1.00,1.00,1.00,0.99,0.99,1.00
6.00,542.00,226.00,255.00,128.00,287.00,98.00,0.50,0.34,0.42,"1,722.00","2,005.00","2,009.00",0.91,0.90,0.91,0.90,0.97,0.96,0.97,0.96,542.00,255.00,287.00,1.00,1.00,1.00,0.99,0.99,0.99,0.99,287.00,287.00,0.00,0.00,0.00,1.00,1.00,1.00,0.97,0.97,1.00
7.00,83.00,0.00,40.00,0.00,43.00,0.00,0.00,0.00,0.00,301.00,319.00,344.00,0.50,0.45,0.49,0.42,0.64,0.60,0.64,0.56,72.00,34.00,38.00,0.87,0.85,0.88,0.08,0.28,0.19,0.33,24.00,24.00,0.00,0.00,14.00,0.56,1.00,0.56,0.65,0.65,1.00
8.00,36.00,0.00,17.00,0.00,19.00,0.00,0.00,0.00,0.00,152.00,158.00,171.00,0.33,0.49,0.37,0.46,0.45,0.60,0.49,0.56,22.00,12.00,10.00,0.61,0.71,0.53,0.12,0.12,0.05,0.05,8.00,8.00,0.00,0.00,2.00,0.42,1.00,0.42,0.58,0.58,1.00
9.00,"1,968.00",3.00,963.00,2.00,"1,005.00",1.00,0.00,0.00,0.00,"9,045.00","9,729.00","10,050.00",0.62,0.65,0.61,0.63,0.81,0.81,0.79,0.79,718.00,342.00,376.00,0.36,0.36,0.37,0.07,0.19,0.09,0.17,345.00,345.00,0.00,0.00,31.00,0.34,1.00,0.34,0.87,0.85,0.98
10.00,980.00,0.00,496.00,0.00,484.00,0.00,0.00,0.00,0.00,"4,840.00","4,891.00","5,324.00",0.60,0.62,0.57,0.57,0.76,0.77,0.72,0.71,340.00,146.00,194.00,0.35,0.29,0.40,0.06,0.06,0.10,0.10,176.00,176.00,0.00,0.00,18.00,0.36,1.00,0.36,0.83,0.82,0.98
11.00,391.00,0.00,207.00,0.00,184.00,0.00,0.00,0.00,0.00,"2,024.00","1,845.00","2,208.00",0.51,0.49,0.44,0.41,0.68,0.65,0.58,0.54,171.00,92.00,79.00,0.44,0.44,0.43,0.07,0.08,0.05,0.05,54.00,54.00,0.00,0.00,25.00,0.29,1.00,0.29,0.73,0.72,0.98
12.00,148.00,0.00,79.00,0.00,69.00,0.00,0.00,0.00,0.00,828.00,719.00,897.00,0.48,0.41,0.35,0.33,0.69,0.58,0.50,0.46,79.00,45.00,34.00,0.53,0.57,0.49,0.03,0.03,0.09,0.09,23.00,23.00,0.00,0.00,11.00,0.33,1.00,0.33,0.68,0.65,0.96
