Pos->Pos Category Precision (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.86%,100.0%,100.0%,100.0%,98.72%,85.64%,96.76%,97.19%,93.67%,92.55%,92.09%,76.87%
Pos->Neg Category Precision (%),100.0%,100.0%,100.0%,100.0%,63.04%,69.77%,95.36%,94.14%,75.86%,65.86%,66.13%,62.31%,65.62%,64.97%,57.85%,67.78%,54.16%,59.93%,54.26%,65.43%,55.21%,51.37%
Pos->Pos Category Recall (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.86%,100.0%,100.0%,100.0%,98.72%,85.86%,96.72%,97.27%,93.4%,91.52%,92.75%,76.74%
Pos->Neg Category Recall (%),100.0%,100.0%,100.0%,100.0%,63.95%,70.18%,95.6%,94.42%,76.86%,66.89%,66.81%,62.49%,66.87%,65.94%,58.55%,67.89%,54.92%,60.11%,54.4%,64.82%,55.6%,50.0%
Parseable Sentences (#),1103,262,2136,542,80,36,1966,978,390,147,228,173,513,343,152,50,246,252,163,61,61,33
Pos->Pos Parseable Sentences (#),544,133,1072,255,40,17,963,496,207,79,111,86,252,161,77,20,132,115,81,34,35,17
Pos->Neg Parseable Sentences (#),559,129,1064,287,40,19,1003,482,183,68,117,87,261,182,75,30,114,137,82,27,26,16
Parseable Sentences (%),100.0%,100.0%,100.0%,100.0%,96.39%,100.0%,99.9%,99.8%,99.74%,99.32%,99.13%,97.74%,99.03%,98.85%,97.44%,96.15%,95.72%,96.18%,93.14%,87.14%,93.85%,78.57%
Pos->Pos Parseable Sentences (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,98.72%,90.91%,95.65%,96.64%,97.59%,91.89%,97.22%,70.83%
Pos->Neg Parseable Sentences (%),100.0%,100.0%,100.0%,100.0%,93.02%,100.0%,99.8%,99.59%,99.46%,98.55%,98.32%,95.6%,98.12%,97.85%,96.15%,100.0%,95.8%,95.8%,89.13%,81.82%,89.66%,88.89%
Pos->Pos Preseve Tree Structures (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.1%,100.0%,100.0%,100.0%,93.59%,72.73%,86.96%,85.71%,75.9%,78.38%,72.22%,33.33%
Pos->Pos Preserve Significant Clauses (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,96.15%,72.73%,92.75%,90.76%,83.13%,81.08%,80.56%,41.67%
Pos->Neg Preseve Tree Structures (%),100.0%,100.0%,100.0%,100.0%,44.19%,57.89%,92.84%,91.53%,64.13%,46.38%,48.74%,43.96%,51.88%,46.77%,33.33%,43.33%,36.13%,39.86%,29.35%,27.27%,20.69%,11.11%
Pos->Neg Preserve Significant Clauses (%),100.0%,100.0%,100.0%,100.0%,48.84%,68.42%,94.73%,91.74%,69.02%,56.52%,51.26%,48.35%,55.64%,51.61%,35.9%,46.67%,37.82%,42.66%,30.43%,30.3%,24.14%,22.22%
Pos->Neg Predictions with Main Clause (#),559,129,1064,287,27,18,975,468,148,55,82,62,180,135,51,24,66,90,54,22,18,10
Pos->Neg Predictions that Negate Main Clause (#),559,129,1064,287,25,16,956,467,139,48,79,58,171,126,49,23,66,87,53,22,17,10
Pos->Neg Predictions that Negate Outside Main Clause (#),0,0,0,0,2,2,19,1,9,7,3,4,9,9,2,1,0,3,1,0,1,0
Pos->Neg Predictions that Negate Outside Main Clause (%),0.0%,0.0%,0.0%,0.0%,7.41%,11.11%,1.95%,0.21%,6.08%,12.73%,3.66%,6.45%,5.0%,6.67%,3.92%,4.17%,0.0%,3.33%,1.85%,0.0%,5.56%,0.0%
Pos->Neg Predictions without Main Clause (#),0,0,0,0,13,1,28,14,35,13,35,25,81,47,24,6,48,47,28,5,8,6
Pos->Neg Predictions that Negate Main Clause (Denominator: all Pos->Neg sentences),100.0%,100.0%,100.0%,100.0%,58.14%,84.21%,95.12%,96.49%,75.54%,69.57%,66.39%,63.74%,64.29%,67.74%,62.82%,76.67%,55.46%,60.84%,57.61%,66.67%,58.62%,55.56%
Pos->Neg Predictions that Negate Main Clause (Denominator: only Pos->Neg sentences with main clauses),100.0%,100.0%,100.0%,100.0%,92.59%,88.89%,98.05%,99.79%,93.92%,87.27%,96.34%,93.55%,95.0%,93.33%,96.08%,95.83%,100.0%,96.67%,98.15%,100.0%,94.44%,100.0%
Pos->Neg Predictions with Main Clause (%),100.0%,100.0%,100.0%,100.0%,62.79%,94.74%,97.01%,96.69%,80.43%,79.71%,68.91%,68.13%,67.67%,72.58%,65.38%,80.0%,55.46%,62.94%,58.7%,66.67%,62.07%,55.56%
Pos->Neg Predictions Containing the Target Verb (%),100.0%,100.0%,100.0%,100.0%,95.35%,100.0%,99.9%,100.0%,100.0%,100.0%,96.64%,94.51%,100.0%,98.92%,97.44%,96.67%,97.48%,96.5%,96.74%,96.97%,96.55%,72.22%
Pos->Neg Predictions Negating the Target Verb (Denominator: all pos->neg sentences),100.0%,100.0%,100.0%,100.0%,46.51%,63.16%,92.84%,91.53%,66.3%,49.28%,50.42%,45.05%,56.39%,50.54%,44.87%,46.67%,42.02%,44.06%,40.22%,45.45%,27.59%,33.33%
Pos->Neg Predictions Negating the Target Verb (Denominator: pos->neg with target verb),100.0%,100.0%,100.0%,100.0%,48.78%,63.16%,92.93%,91.53%,66.3%,49.28%,52.17%,47.67%,56.39%,51.09%,46.05%,48.28%,43.1%,45.65%,41.57%,46.88%,28.57%,46.15%
