Pos->Pos Category Precision (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.86%,99.5%,99.34%,98.99%,97.81%,88.19%,97.29%,96.22%,90.74%,87.68%,86.06%,72.44%
Pos->Neg Category Precision (%),100.0%,100.0%,100.0%,100.0%,72.11%,74.85%,96.22%,95.02%,80.89%,72.18%,69.82%,65.77%,70.94%,69.64%,62.9%,68.79%,64.89%,68.96%,58.91%,63.12%,56.98%,48.65%
Pos->Pos Category Recall (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.86%,99.5%,99.37%,99.03%,97.81%,88.64%,97.33%,96.22%,90.48%,88.33%,86.47%,71.18%
Pos->Neg Category Recall (%),100.0%,100.0%,100.0%,100.0%,70.64%,74.85%,96.15%,95.06%,81.07%,72.02%,70.41%,66.01%,71.12%,69.8%,63.03%,68.07%,64.83%,69.1%,59.14%,63.37%,56.9%,48.0%
Parseable Sentences (#),1103,262,2136,542,83,36,1965,979,387,148,229,174,503,333,152,50,246,245,160,58,54,30
Pos->Pos Parseable Sentences (#),544,133,1072,255,40,17,963,496,207,79,111,86,251,159,76,20,135,112,76,32,31,16
Pos->Neg Parseable Sentences (#),559,129,1064,287,43,19,1002,483,180,69,118,88,252,174,76,30,111,133,84,26,23,14
Parseable Sentences (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.85%,99.9%,98.98%,100.0%,99.57%,98.31%,97.1%,95.97%,97.44%,96.15%,95.72%,93.51%,91.43%,82.86%,83.08%,71.43%
Pos->Pos Parseable Sentences (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.6%,98.76%,97.44%,90.91%,97.83%,94.12%,91.57%,86.49%,86.11%,66.67%
Pos->Neg Parseable Sentences (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.7%,99.79%,97.83%,100.0%,99.16%,96.7%,94.74%,93.55%,97.44%,100.0%,93.28%,93.01%,91.3%,78.79%,79.31%,77.78%
Pos->Pos Preseve Tree Structures (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.1%,98.84%,98.81%,96.89%,92.31%,72.73%,84.06%,84.87%,68.67%,56.76%,47.22%,20.83%
Pos->Pos Preserve Significant Clauses (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,98.84%,98.81%,96.89%,93.59%,72.73%,94.93%,89.92%,78.31%,72.97%,58.33%,33.33%
Pos->Neg Preseve Tree Structures (%),100.0%,100.0%,100.0%,100.0%,44.19%,57.89%,92.84%,91.53%,64.13%,46.38%,48.74%,42.86%,52.26%,46.24%,34.62%,43.33%,34.45%,39.86%,28.26%,30.3%,17.24%,11.11%
Pos->Neg Preserve Significant Clauses (%),100.0%,100.0%,100.0%,100.0%,88.37%,89.47%,98.71%,96.07%,89.67%,88.41%,75.63%,79.12%,80.08%,78.49%,65.38%,56.67%,80.67%,78.32%,60.87%,60.61%,27.59%,22.22%
Pos->Neg Predictions with Main Clause (#),559,129,1064,287,38,19,997,482,180,69,108,82,246,174,69,30,107,131,77,24,20,11
Pos->Neg Predictions that Negate Main Clause (#),559,129,1064,287,19,13,938,460,131,39,74,48,160,111,39,21,51,75,42,16,13,8
Pos->Neg Predictions that Negate Outside Main Clause (#),0,0,0,0,19,6,59,22,49,30,34,34,85,63,30,9,56,56,35,8,7,3
Pos->Neg Predictions that Negate Outside Main Clause (%),0.0%,0.0%,0.0%,0.0%,50.0%,31.58%,5.92%,4.56%,27.22%,43.48%,31.48%,41.46%,34.55%,36.21%,43.48%,30.0%,52.34%,42.75%,45.45%,33.33%,35.0%,27.27%
Pos->Neg Predictions without Main Clause (#),0,0,0,0,5,0,5,1,0,0,10,6,6,0,7,0,4,2,7,2,3,3
Pos->Neg Predictions that Negate Main Clause (Denominator: all Pos->Neg sentences),100.0%,100.0%,100.0%,100.0%,44.19%,68.42%,93.33%,95.04%,71.2%,56.52%,62.18%,52.75%,60.15%,59.68%,50.0%,70.0%,42.86%,52.45%,45.65%,48.48%,44.83%,44.44%
Pos->Neg Predictions that Negate Main Clause (Denominator: only Pos->Neg sentences with main clauses),100.0%,100.0%,100.0%,100.0%,50.0%,68.42%,94.08%,95.44%,72.78%,56.52%,68.52%,58.54%,65.04%,63.79%,56.52%,70.0%,47.66%,57.25%,54.55%,66.67%,65.0%,72.73%
Pos->Neg Predictions with Main Clause (%),100.0%,100.0%,100.0%,100.0%,88.37%,100.0%,99.2%,99.59%,97.83%,100.0%,90.76%,90.11%,92.48%,93.55%,88.46%,100.0%,89.92%,91.61%,83.7%,72.73%,68.97%,61.11%
Pos->Neg Predictions Containing the Target Verb (%),100.0%,100.0%,100.0%,100.0%,93.02%,100.0%,99.7%,100.0%,100.0%,100.0%,99.16%,98.9%,100.0%,100.0%,97.44%,90.0%,97.48%,97.2%,95.65%,100.0%,93.1%,77.78%
Pos->Neg Predictions Negating the Target Verb (Denominator: all pos->neg sentences),100.0%,100.0%,100.0%,100.0%,46.51%,63.16%,92.84%,91.53%,66.3%,49.28%,51.26%,43.96%,56.39%,50.54%,41.03%,50.0%,43.7%,43.36%,40.22%,45.45%,27.59%,33.33%
Pos->Neg Predictions Negating the Target Verb (Denominator: pos->neg with target verb),100.0%,100.0%,100.0%,100.0%,50.0%,63.16%,93.11%,91.53%,66.3%,49.28%,51.69%,44.44%,56.39%,50.54%,42.11%,55.56%,44.83%,44.6%,42.05%,45.45%,29.63%,42.86%
