Dictionary Name,Total Sentences (#),Total Correct Transformations (#),Total Pos->Pos Transformations (#),Correct Pos->Pos Transformations (#),Total Pos->Neg Transformations (#),Correct Pos->Neg Transformations (#),Correct Pos->Pos Transformations (%),Correct Pos->Neg Transformations (%),Total Correct Transformations (%),Total source tokens,Total Prediction Tokens per Source,Total Target Tokens per Source,Pos->Pos Token Precision (%),Pos->Neg Token Precision (%),Pos->Pos Token Recall (%),Pos->Neg Token Recall (%),Pos->Pos Category Precision (%),Pos->Neg Category Precision (%),Pos->Pos Category Recall (%),Pos->Neg Category Recall (%),Parseable Sentences (#),Pos->Pos Parseable Sentences (#),Pos->Neg Parseable Sentences (#),Parseable Sentences (%),Pos->Pos Parseable Sentences (%),Pos->Neg Parseable Sentences (%),Pos->Pos Preseve Tree Structures (%),Pos->Pos Preserve Significant Clauses (%),Pos->Neg Preseve Tree Structures (%),Pos->Neg Preserve Significant Clauses (%),Pos->Neg Predictions with Main Clause (#),Pos->Neg Predictions that Negate Main Clause (#),Pos->Neg Predictions that Negate Outside Main Clause (#),Pos->Neg Predictions that Negate Outside Main Clause (%),Pos->Neg Predictions without Main Clause (#),Pos->Neg Predictions that Negate Main Clause (Denominator: all Pos->Neg sentences),Pos->Neg Predictions that Negate Main Clause (Denominator: only Pos->Neg sentences with main clauses),Pos->Neg Predictions with Main Clause (%),Pos->Neg Predictions Containing the Target Verb (%),Pos->Neg Predictions Negating the Target Verb (Denominator: all pos->neg sentences),Pos->Neg Predictions Negating the Target Verb (Denominator: pos->neg with target verb)
13.00,230.00,162.00,111.00,106.00,119.00,56.00,0.96,0.47,0.70,"1,547.00","1,680.00","1,666.00",0.99,0.69,0.99,0.70,1.00,0.70,1.00,0.70,229.00,111.00,118.00,1.00,1.00,0.99,0.99,1.00,0.49,0.76,108.00,74.00,34.00,0.31,10.00,0.62,0.69,0.91,0.99,0.51,0.52
14.00,177.00,122.00,86.00,84.00,91.00,38.00,0.98,0.42,0.69,"1,274.00","1,370.00","1,365.00",0.99,0.65,0.99,0.65,1.00,0.66,1.00,0.66,174.00,86.00,88.00,0.98,1.00,0.97,0.99,0.99,0.43,0.79,82.00,48.00,34.00,0.41,6.00,0.53,0.59,0.90,0.99,0.44,0.44
15.00,518.00,372.00,252.00,238.00,266.00,134.00,0.94,0.50,0.72,"3,990.00","4,267.00","4,256.00",0.99,0.70,0.99,0.70,0.99,0.71,0.99,0.71,503.00,251.00,252.00,0.97,1.00,0.95,0.99,0.99,0.52,0.80,246.00,160.00,85.00,0.35,6.00,0.60,0.65,0.92,1.00,0.56,0.56
16.00,347.00,235.00,161.00,151.00,186.00,84.00,0.94,0.45,0.68,"2,976.00","3,169.00","3,162.00",0.99,0.69,0.99,0.69,0.99,0.70,0.99,0.70,333.00,159.00,174.00,0.96,0.99,0.94,0.97,0.97,0.46,0.78,174.00,111.00,63.00,0.36,0.00,0.60,0.64,0.94,1.00,0.51,0.51
17.00,156.00,84.00,78.00,61.00,78.00,23.00,0.78,0.29,0.54,"1,326.00","1,407.00","1,404.00",0.96,0.61,0.96,0.61,0.98,0.63,0.98,0.63,152.00,76.00,76.00,0.97,0.97,0.97,0.92,0.94,0.35,0.65,69.00,39.00,30.00,0.43,7.00,0.50,0.57,0.88,0.97,0.41,0.42
18.00,52.00,20.00,22.00,12.00,30.00,8.00,0.55,0.27,0.38,540.00,564.00,570.00,0.82,0.65,0.83,0.64,0.88,0.69,0.89,0.68,50.00,20.00,30.00,0.96,0.91,1.00,0.73,0.73,0.43,0.57,30.00,21.00,9.00,0.30,0.00,0.70,0.70,1.00,0.90,0.50,0.56
19.00,257.00,91.00,138.00,69.00,119.00,22.00,0.50,0.18,0.35,"2,261.00","2,378.00","2,380.00",0.92,0.61,0.93,0.61,0.97,0.65,0.97,0.65,246.00,135.00,111.00,0.96,0.98,0.93,0.84,0.95,0.34,0.81,107.00,51.00,56.00,0.52,4.00,0.43,0.48,0.90,0.97,0.44,0.45
20.00,262.00,104.00,119.00,65.00,143.00,39.00,0.55,0.27,0.40,"2,860.00","3,009.00","3,003.00",0.92,0.65,0.92,0.66,0.96,0.69,0.96,0.69,245.00,112.00,133.00,0.94,0.94,0.93,0.85,0.90,0.40,0.78,131.00,75.00,56.00,0.43,2.00,0.52,0.57,0.92,0.97,0.43,0.45
21.00,175.00,36.00,83.00,26.00,92.00,10.00,0.31,0.11,0.21,"1,932.00","2,032.00","2,024.00",0.85,0.54,0.85,0.55,0.91,0.59,0.90,0.59,160.00,76.00,84.00,0.91,0.92,0.91,0.69,0.78,0.28,0.61,77.00,42.00,35.00,0.45,7.00,0.46,0.55,0.84,0.96,0.40,0.42
22.00,70.00,6.00,37.00,3.00,33.00,3.00,0.08,0.09,0.09,726.00,762.00,759.00,0.80,0.58,0.80,0.58,0.88,0.63,0.88,0.63,58.00,32.00,26.00,0.83,0.86,0.79,0.57,0.73,0.30,0.61,24.00,16.00,8.00,0.33,2.00,0.48,0.67,0.73,1.00,0.45,0.45
23.00,65.00,4.00,36.00,4.00,29.00,0.00,0.11,0.00,0.06,667.00,695.00,696.00,0.73,0.49,0.74,0.49,0.86,0.57,0.86,0.57,54.00,31.00,23.00,0.83,0.86,0.79,0.47,0.58,0.17,0.28,20.00,13.00,7.00,0.35,3.00,0.45,0.65,0.69,0.93,0.28,0.30
24.00,42.00,0.00,24.00,0.00,18.00,0.00,0.00,0.00,0.00,432.00,444.00,450.00,0.56,0.40,0.55,0.40,0.72,0.49,0.71,0.48,30.00,16.00,14.00,0.71,0.67,0.78,0.21,0.33,0.11,0.22,11.00,8.00,3.00,0.27,3.00,0.44,0.73,0.61,0.78,0.33,0.43
