Pos->Pos Category Precision (%),100.0%,100.0%,99.91%,100.0%,100.0%,100.0%,99.72%,99.11%,97.42%,94.84%,98.67%,99.23%,97.84%,92.77%,93.78%,87.44%,96.12%,95.95%,90.86%,83.12%,89.2%,75.61%
Pos->Neg Category Precision (%),100.0%,100.0%,100.0%,100.0%,75.44%,80.59%,96.38%,95.38%,81.08%,67.69%,74.5%,70.84%,74.12%,69.8%,61.12%,72.81%,65.07%,69.06%,59.71%,58.02%,57.21%,53.83%
Pos->Pos Category Recall (%),100.0%,100.0%,100.0%,100.0%,98.57%,96.32%,99.69%,99.11%,97.85%,94.94%,97.85%,96.84%,97.2%,92.7%,91.03%,93.18%,94.55%,94.5%,91.28%,81.7%,85.75%,64.58%
Pos->Neg Category Recall (%),100.0%,100.0%,100.0%,100.0%,75.0%,80.12%,96.3%,95.45%,80.57%,68.67%,74.37%,69.6%,73.83%,69.89%,60.47%,68.6%,63.78%,67.57%,58.79%,55.73%,55.89%,50.0%
Parseable Sentences (#),1103,262,2135,542,72,33,1949,970,378,137,215,173,495,318,140,44,244,247,152,54,48,30
Pos->Pos Parseable Sentences (#),544,133,1071,255,40,17,963,494,200,77,110,85,243,145,72,21,136,113,70,30,26,18
Pos->Neg Parseable Sentences (#),559,129,1064,287,32,16,986,476,178,60,105,88,252,173,68,23,108,134,82,24,22,12
Parseable Sentences (%),100.0%,100.0%,99.95%,100.0%,86.75%,91.67%,99.03%,98.98%,96.68%,92.57%,93.48%,97.74%,95.56%,91.64%,89.74%,84.62%,94.94%,94.27%,86.86%,77.14%,73.85%,71.43%
Pos->Pos Parseable Sentences (%),100.0%,100.0%,99.91%,100.0%,100.0%,100.0%,100.0%,99.6%,96.62%,97.47%,99.1%,98.84%,96.43%,90.06%,92.31%,95.45%,98.55%,94.96%,84.34%,81.08%,72.22%,75.0%
Pos->Neg Parseable Sentences (%),100.0%,100.0%,100.0%,100.0%,74.42%,84.21%,98.11%,98.35%,96.74%,86.96%,88.24%,96.7%,94.74%,93.01%,87.18%,76.67%,90.76%,93.71%,89.13%,72.73%,75.86%,66.67%
Pos->Pos Preseve Tree Structures (%),100.0%,100.0%,99.91%,100.0%,97.5%,94.12%,99.17%,97.98%,95.17%,89.87%,94.59%,91.86%,94.05%,85.71%,79.49%,68.18%,84.78%,79.83%,65.06%,37.84%,47.22%,8.33%
Pos->Pos Preserve Significant Clauses (%),100.0%,100.0%,99.91%,100.0%,97.5%,94.12%,99.17%,97.98%,95.17%,89.87%,94.59%,91.86%,94.05%,85.71%,79.49%,68.18%,84.78%,79.83%,65.06%,37.84%,47.22%,8.33%
Pos->Neg Preseve Tree Structures (%),100.0%,100.0%,100.0%,100.0%,44.19%,57.89%,92.84%,91.53%,64.13%,46.38%,49.58%,43.96%,51.5%,45.16%,33.33%,30.0%,33.61%,39.86%,26.09%,12.12%,13.79%,5.56%
Pos->Neg Preserve Significant Clauses (%),100.0%,100.0%,100.0%,100.0%,72.09%,84.21%,97.11%,96.07%,93.48%,78.26%,84.87%,90.11%,90.6%,89.25%,65.38%,56.67%,75.63%,84.62%,64.13%,33.33%,48.28%,16.67%
Pos->Neg Predictions with Main Clause (#),559,129,1064,287,31,16,979,465,172,55,102,83,245,169,59,19,98,128,71,16,18,6
Pos->Neg Predictions that Negate Main Clause (#),559,129,1064,287,19,11,933,443,118,32,59,40,138,86,27,11,44,58,29,9,6,4
Pos->Neg Predictions that Negate Outside Main Clause (#),0,0,0,0,12,5,43,22,54,22,42,43,104,82,30,8,54,68,42,7,12,2
Pos->Neg Predictions that Negate Outside Main Clause (%),0.0%,0.0%,0.0%,0.0%,38.71%,31.25%,4.39%,4.73%,31.4%,40.0%,41.18%,51.81%,42.45%,48.52%,50.85%,42.11%,55.1%,53.12%,59.15%,43.75%,66.67%,33.33%
Pos->Neg Predictions without Main Clause (#),0,0,0,0,1,0,7,11,6,5,3,5,7,4,9,4,10,6,11,8,4,6
Pos->Neg Predictions that Negate Main Clause (Denominator: all Pos->Neg sentences),100.0%,100.0%,100.0%,100.0%,44.19%,57.89%,92.84%,91.53%,64.13%,46.38%,49.58%,43.96%,51.88%,46.24%,34.62%,36.67%,36.97%,40.56%,31.52%,27.27%,20.69%,22.22%
Pos->Neg Predictions that Negate Main Clause (Denominator: only Pos->Neg sentences with main clauses),100.0%,100.0%,100.0%,100.0%,61.29%,68.75%,95.3%,95.27%,68.6%,58.18%,57.84%,48.19%,56.33%,50.89%,45.76%,57.89%,44.9%,45.31%,40.85%,56.25%,33.33%,66.67%
Pos->Neg Predictions with Main Clause (%),100.0%,100.0%,100.0%,100.0%,72.09%,84.21%,97.41%,96.07%,93.48%,79.71%,85.71%,91.21%,92.11%,90.86%,75.64%,63.33%,82.35%,89.51%,77.17%,48.48%,62.07%,33.33%
Pos->Neg Predictions Containing the Target Verb (%),100.0%,100.0%,100.0%,100.0%,95.35%,100.0%,99.5%,99.38%,98.37%,98.55%,95.8%,94.51%,96.24%,97.85%,96.15%,93.33%,87.39%,95.1%,94.57%,84.85%,82.76%,72.22%
Pos->Neg Predictions Negating the Target Verb (Denominator: all pos->neg sentences),100.0%,100.0%,100.0%,100.0%,46.51%,63.16%,92.84%,91.53%,66.3%,49.28%,50.42%,43.96%,56.39%,50.54%,42.31%,43.33%,41.18%,43.36%,41.3%,45.45%,27.59%,33.33%
Pos->Neg Predictions Negating the Target Verb (Denominator: pos->neg with target verb),100.0%,100.0%,100.0%,100.0%,48.78%,63.16%,93.3%,92.1%,67.4%,50.0%,52.63%,46.51%,58.59%,51.65%,44.0%,46.43%,47.12%,45.59%,43.68%,53.57%,33.33%,46.15%
