Pos->Pos Category Precision (%),99.76%,97.25%,96.42%,96.92%,64.49%,44.67%,80.94%,75.71%,68.48%,68.83%,54.64%,53.88%,56.4%,55.61%,62.19%,48.24%,58.96%,61.57%,58.99%,42.96%,49.23%,24.01%
Pos->Neg Category Precision (%),99.91%,98.47%,96.43%,96.21%,60.19%,60.13%,81.19%,77.24%,64.72%,57.86%,49.1%,44.15%,51.27%,49.4%,45.56%,45.68%,47.7%,50.74%,50.42%,44.99%,48.62%,38.79%
Pos->Pos Category Recall (%),100.0%,99.62%,96.42%,96.67%,63.57%,49.26%,79.35%,71.71%,58.1%,50.32%,39.15%,40.95%,37.91%,36.96%,40.2%,31.06%,34.02%,34.54%,30.87%,22.85%,26.93%,13.72%
Pos->Neg Category Recall (%),100.0%,100.0%,96.43%,96.02%,55.81%,55.56%,78.6%,70.96%,54.08%,46.38%,34.51%,32.6%,33.76%,31.06%,28.13%,28.77%,26.09%,27.54%,26.43%,23.06%,22.84%,18.44%
Parseable Sentences (#),1103,261,2136,542,72,22,718,340,171,79,109,65,186,116,59,18,67,68,40,19,15,11
Pos->Pos Parseable Sentences (#),544,132,1072,255,34,12,342,146,92,45,52,27,82,49,27,7,31,27,20,9,8,6
Pos->Neg Parseable Sentences (#),559,129,1064,287,38,10,376,194,79,34,57,38,104,67,32,11,36,41,20,10,7,5
Parseable Sentences (%),100.0%,99.62%,100.0%,100.0%,86.75%,61.11%,36.48%,34.69%,43.73%,53.38%,47.39%,36.72%,35.91%,33.43%,37.82%,34.62%,26.07%,25.95%,22.86%,27.14%,23.08%,26.19%
Pos->Pos Parseable Sentences (%),100.0%,99.25%,100.0%,100.0%,85.0%,70.59%,35.51%,29.44%,44.44%,56.96%,46.85%,31.4%,32.54%,30.43%,34.62%,31.82%,22.46%,22.69%,24.1%,24.32%,22.22%,25.0%
Pos->Neg Parseable Sentences (%),100.0%,100.0%,100.0%,100.0%,88.37%,52.63%,37.41%,40.08%,42.93%,49.28%,47.9%,41.76%,39.1%,36.02%,41.03%,36.67%,30.25%,28.67%,21.74%,30.3%,24.14%,27.78%
Pos->Pos Preseve Tree Structures (%),99.63%,94.74%,100.0%,99.22%,7.5%,11.76%,7.17%,5.85%,7.25%,2.53%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pos->Pos Preserve Significant Clauses (%),99.63%,94.74%,100.0%,99.22%,27.5%,11.76%,19.0%,6.45%,8.21%,2.53%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pos->Neg Preseve Tree Structures (%),99.82%,96.12%,100.0%,99.3%,18.6%,5.26%,8.66%,9.71%,4.89%,8.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pos->Neg Preserve Significant Clauses (%),99.82%,96.12%,100.0%,99.3%,32.56%,5.26%,16.92%,9.92%,5.43%,8.7%,0.84%,0.0%,0.0%,0.0%,0.0%,0.0%,0.84%,0.0%,0.0%,0.0%,0.0%,0.0%
Pos->Neg Predictions with Main Clause (#),559,129,1064,287,24,8,345,176,54,23,37,23,64,41,17,5,24,27,14,6,4,3
Pos->Neg Predictions that Negate Main Clause (#),559,129,1064,287,24,8,345,176,54,23,37,23,64,41,17,5,24,27,14,6,4,3
Pos->Neg Predictions that Negate Outside Main Clause (#),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pos->Neg Predictions that Negate Outside Main Clause (%),0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pos->Neg Predictions without Main Clause (#),0,0,0,0,14,2,31,18,25,11,20,15,40,26,15,6,12,14,6,4,3,2
Pos->Neg Predictions that Negate Main Clause (Denominator: all Pos->Neg sentences),100.0%,100.0%,100.0%,100.0%,55.81%,42.11%,34.33%,36.36%,29.35%,33.33%,31.09%,25.27%,24.06%,22.04%,21.79%,16.67%,20.17%,18.88%,15.22%,18.18%,13.79%,16.67%
Pos->Neg Predictions that Negate Main Clause (Denominator: only Pos->Neg sentences with main clauses),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
Pos->Neg Predictions with Main Clause (%),100.0%,100.0%,100.0%,100.0%,55.81%,42.11%,34.33%,36.36%,29.35%,33.33%,31.09%,25.27%,24.06%,22.04%,21.79%,16.67%,20.17%,18.88%,15.22%,18.18%,13.79%,16.67%
Pos->Neg Predictions Containing the Target Verb (%),99.28%,95.35%,98.97%,96.86%,65.12%,57.89%,86.97%,83.47%,73.37%,68.12%,54.62%,43.96%,67.29%,63.44%,42.31%,36.67%,54.62%,53.85%,48.91%,48.48%,51.72%,22.22%
Pos->Neg Predictions Negating the Target Verb (Denominator: all pos->neg sentences),99.28%,95.35%,98.97%,96.86%,65.12%,57.89%,84.98%,82.02%,71.74%,65.22%,54.62%,42.86%,64.66%,58.6%,41.03%,36.67%,53.78%,51.05%,46.74%,48.48%,48.28%,22.22%
Pos->Neg Predictions Negating the Target Verb (Denominator: pos->neg with target verb),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,97.71%,98.27%,97.78%,95.74%,100.0%,97.5%,96.09%,92.37%,96.97%,100.0%,98.46%,94.81%,95.56%,100.0%,93.33%,100.0%
