Pos->Pos Category Precision (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.58%,99.25%,100.0%,98.45%,97.44%,92.98%,95.96%,92.97%,90.57%,86.01%,85.45%,70.28%
Pos->Neg Category Precision (%),100.0%,100.0%,100.0%,100.0%,64.06%,68.97%,95.38%,94.35%,77.26%,66.04%,66.94%,66.67%,71.59%,70.47%,64.25%,68.65%,62.05%,64.62%,58.69%,61.68%,57.39%,55.48%
Pos->Pos Category Recall (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.58%,99.25%,100.0%,98.37%,97.74%,93.69%,95.96%,92.86%,90.42%,86.12%,85.14%,69.79%
Pos->Neg Category Recall (%),100.0%,100.0%,100.0%,100.0%,64.24%,70.18%,95.39%,94.48%,78.17%,67.0%,67.47%,66.81%,71.88%,70.65%,64.39%,68.77%,62.18%,64.34%,58.25%,60.87%,56.9%,54.0%
Parseable Sentences (#),1103,262,2136,542,83,36,1964,978,390,148,228,173,511,342,150,47,241,241,156,59,54,30
Pos->Pos Parseable Sentences (#),544,133,1072,255,40,17,963,496,207,79,111,85,252,158,76,20,133,111,75,31,31,18
Pos->Neg Parseable Sentences (#),559,129,1064,287,43,19,1001,482,183,69,117,88,259,184,74,27,108,130,81,28,23,12
Parseable Sentences (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.8%,99.8%,99.74%,100.0%,99.13%,97.74%,98.65%,98.56%,96.15%,90.38%,93.77%,91.98%,89.14%,84.29%,83.08%,71.43%
Pos->Pos Parseable Sentences (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,98.84%,100.0%,98.14%,97.44%,90.91%,96.38%,93.28%,90.36%,83.78%,86.11%,75.0%
Pos->Neg Parseable Sentences (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.6%,99.59%,99.46%,100.0%,98.32%,96.7%,97.37%,98.92%,94.87%,90.0%,90.76%,90.91%,88.04%,84.85%,79.31%,66.67%
Pos->Pos Preseve Tree Structures (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.1%,96.51%,100.0%,96.27%,89.74%,81.82%,81.88%,74.79%,69.88%,54.05%,47.22%,16.67%
Pos->Pos Preserve Significant Clauses (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.1%,97.67%,100.0%,96.89%,92.31%,81.82%,89.13%,82.35%,79.52%,64.86%,58.33%,45.83%
Pos->Neg Preseve Tree Structures (%),100.0%,100.0%,100.0%,100.0%,44.19%,57.89%,92.84%,91.53%,64.13%,46.38%,49.58%,43.96%,50.75%,46.24%,33.33%,43.33%,35.29%,36.36%,26.09%,18.18%,20.69%,22.22%
Pos->Neg Preserve Significant Clauses (%),100.0%,100.0%,100.0%,100.0%,48.84%,63.16%,94.53%,92.56%,75.54%,53.62%,62.18%,60.44%,74.44%,61.83%,42.31%,53.33%,59.66%,52.45%,48.91%,30.3%,27.59%,33.33%
Pos->Neg Predictions with Main Clause (#),559,129,1064,287,26,16,970,472,158,61,95,78,237,169,66,26,95,114,78,25,18,8
Pos->Neg Predictions that Negate Main Clause (#),559,129,1064,287,24,15,953,466,135,55,77,60,174,138,56,22,62,89,55,21,14,6
Pos->Neg Predictions that Negate Outside Main Clause (#),0,0,0,0,2,1,17,5,22,5,17,16,60,29,8,4,30,21,23,3,4,2
Pos->Neg Predictions that Negate Outside Main Clause (%),0.0%,0.0%,0.0%,0.0%,7.69%,6.25%,1.75%,1.06%,13.92%,8.2%,17.89%,20.51%,25.32%,17.16%,12.12%,15.38%,31.58%,18.42%,29.49%,12.0%,22.22%,25.0%
Pos->Neg Predictions without Main Clause (#),0,0,0,0,17,3,31,10,25,8,22,10,22,15,8,1,13,16,3,3,5,4
Pos->Neg Predictions that Negate Main Clause (Denominator: all Pos->Neg sentences),100.0%,100.0%,100.0%,100.0%,55.81%,78.95%,94.83%,96.28%,73.37%,79.71%,64.71%,65.93%,65.41%,74.19%,71.79%,73.33%,52.1%,62.24%,59.78%,63.64%,48.28%,33.33%
Pos->Neg Predictions that Negate Main Clause (Denominator: only Pos->Neg sentences with main clauses),100.0%,100.0%,100.0%,100.0%,92.31%,93.75%,98.25%,98.73%,85.44%,90.16%,81.05%,76.92%,73.42%,81.66%,84.85%,84.62%,65.26%,78.07%,70.51%,84.0%,77.78%,75.0%
Pos->Neg Predictions with Main Clause (%),100.0%,100.0%,100.0%,100.0%,60.47%,84.21%,96.52%,97.52%,85.87%,88.41%,79.83%,85.71%,89.1%,90.86%,84.62%,86.67%,79.83%,79.72%,84.78%,75.76%,62.07%,44.44%
Pos->Neg Predictions Containing the Target Verb (%),100.0%,100.0%,100.0%,100.0%,90.7%,100.0%,99.2%,99.59%,100.0%,100.0%,98.32%,97.8%,99.62%,98.39%,97.44%,100.0%,94.12%,93.01%,94.57%,87.88%,86.21%,61.11%
Pos->Neg Predictions Negating the Target Verb (Denominator: all pos->neg sentences),100.0%,100.0%,100.0%,100.0%,46.51%,63.16%,92.84%,91.53%,66.3%,47.83%,50.42%,43.96%,56.02%,50.0%,42.31%,43.33%,39.5%,42.66%,40.22%,42.42%,27.59%,33.33%
Pos->Neg Predictions Negating the Target Verb (Denominator: pos->neg with target verb),100.0%,100.0%,100.0%,100.0%,51.28%,63.16%,93.58%,91.91%,66.3%,47.83%,51.28%,44.94%,56.23%,50.82%,43.42%,43.33%,41.96%,45.86%,42.53%,48.28%,32.0%,54.55%
