Dictionary Name,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Total Sentences (#),182,114,806,406,799,424,715,523,1559,1063,462,143,768,743,547,340,233,173
Total Correct Transformations (#),78,59,411,187,389,195,361,248,748,511,220,69,359,353,249,136,76,59
Total Pos->Pos Transformations (#),80,60,415,192,400,202,361,257,761,524,236,79,379,372,285,166,106,92
Correct Pos->Pos Transformations (#),78,59,411,187,389,195,361,248,748,511,220,69,359,353,249,136,76,59
Total Pos->Neg Transformations (#),102,54,391,214,399,222,354,266,798,539,226,64,389,371,262,174,127,81
Correct Pos->Neg Transformations (#),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct Pos->Pos Transformations (%),97.5%,98.33%,99.04%,97.4%,97.25%,96.53%,100.0%,96.5%,98.29%,97.52%,93.22%,87.34%,94.72%,94.89%,87.37%,81.93%,71.7%,64.13%
Correct Pos->Neg Transformations (%),0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Total Correct Transformations (%),42.86%,51.75%,50.99%,46.06%,48.69%,45.99%,50.49%,47.42%,47.98%,48.07%,47.62%,48.25%,46.74%,47.51%,45.52%,40.0%,32.62%,34.1%
Total source tokens,714,432,3519,2140,4389,2664,4602,3724,11970,8624,3842,1152,7391,7420,5502,3828,2921,1944
Total Prediction Tokens per Source,822,467,3915,2261,4805,2834,4968,3907,12780,9094,4045,1231,7841,7719,5764,3992,3030,2008
Total Target Tokens per Source,816,486,3910,2354,4788,2886,4956,3990,12768,9163,4068,1216,7780,7791,5764,4002,3048,2025
Pos->Pos Token Precision (%),98.94%,99.38%,99.33%,99.95%,98.43%,99.02%,100.0%,98.58%,99.57%,99.3%,98.64%,97.0%,98.18%,98.68%,97.28%,95.82%,93.46%,92.47%
Pos->Neg Token Precision (%),50.24%,48.39%,50.29%,47.55%,49.61%,48.76%,49.78%,47.25%,48.89%,48.12%,48.97%,49.23%,49.23%,48.96%,48.27%,47.34%,46.86%,44.97%
Pos->Pos Token Recall (%),100.0%,100.0%,99.71%,98.91%,99.84%,99.83%,100.0%,98.39%,99.38%,99.45%,99.13%,97.82%,98.93%,99.21%,97.98%,96.11%,95.49%,94.02%
Pos->Neg Token Recall (%),50.61%,46.5%,50.36%,45.67%,49.79%,47.89%,49.9%,46.27%,48.93%,47.76%,48.7%,49.84%,49.61%,48.5%,48.27%,47.23%,46.59%,44.59%
Pos->Pos Category Precision (%),98.94%,99.38%,99.33%,100.0%,98.43%,99.18%,100.0%,98.69%,99.6%,99.51%,98.93%,97.42%,98.53%,98.88%,97.93%,97.05%,95.02%,93.63%
Pos->Neg Category Precision (%),50.24%,48.61%,50.29%,47.55%,49.61%,48.84%,49.82%,47.27%,48.95%,48.19%,49.27%,50.12%,49.5%,49.07%,48.87%,48.02%,47.79%,45.82%
Pos->Pos Category Recall (%),100.0%,100.0%,99.71%,98.96%,99.84%,100.0%,100.0%,98.5%,99.4%,99.67%,99.43%,98.24%,99.28%,99.41%,98.63%,97.34%,97.09%,95.2%
Pos->Neg Category Recall (%),50.61%,46.71%,50.36%,45.67%,49.79%,47.96%,49.94%,46.29%,49.0%,47.82%,48.99%,50.74%,49.88%,48.62%,48.87%,47.9%,47.51%,45.43%
Parseable Sentences (#),171,101,784,338,757,359,688,451,1520,949,399,119,746,676,486,294,182,144
Pos->Pos Parseable Sentences (#),78,59,414,192,389,199,361,254,757,520,232,76,371,366,275,158,89,81
Pos->Neg Parseable Sentences (#),93,42,370,146,368,160,327,197,763,429,167,43,375,310,211,136,93,63
Parseable Sentences (%),93.96%,88.6%,97.27%,83.25%,94.74%,84.67%,96.22%,86.23%,97.5%,89.28%,86.36%,83.22%,97.14%,90.98%,88.85%,86.47%,78.11%,83.24%
Pos->Pos Parseable Sentences (%),97.5%,98.33%,99.76%,100.0%,97.25%,98.51%,100.0%,98.83%,99.47%,99.24%,98.31%,96.2%,97.89%,98.39%,96.49%,95.18%,83.96%,88.04%
Pos->Neg Parseable Sentences (%),91.18%,77.78%,94.63%,68.22%,92.23%,72.07%,92.37%,74.06%,95.61%,79.59%,73.89%,67.19%,96.4%,83.56%,80.53%,78.16%,73.23%,77.78%
Pos->Pos Preseve Tree Structures (%),97.5%,98.33%,99.04%,97.92%,97.25%,98.51%,100.0%,96.5%,98.55%,98.28%,97.03%,91.14%,96.57%,96.77%,91.93%,89.16%,77.36%,73.91%
Pos->Pos Preserve Significant Clauses (%),97.5%,98.33%,99.04%,97.92%,97.25%,98.51%,100.0%,96.5%,98.55%,98.28%,97.03%,91.14%,96.57%,96.77%,91.93%,89.16%,77.36%,73.91%
Pos->Neg Preseve Tree Structures (%),0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pos->Neg Preserve Significant Clauses (%),91.18%,74.07%,94.63%,67.29%,92.23%,72.07%,91.24%,73.68%,95.36%,79.22%,73.01%,62.5%,93.57%,81.4%,78.63%,72.99%,62.99%,66.67%
Pos->Neg Predictions with Main Clause (#),93,40,370,144,368,160,324,196,763,429,167,42,370,303,209,135,88,58
Pos->Neg Predictions that Negate Main Clause (#),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pos->Neg Predictions that Negate Outside Main Clause (#),93,40,370,144,368,160,324,196,763,429,167,42,370,303,209,135,88,58
Pos->Neg Predictions that Negate Outside Main Clause (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
Pos->Neg Predictions without Main Clause (#),0,2,0,2,0,0,3,1,0,0,0,1,5,7,2,1,5,5
Pos->Neg Predictions that Negate Main Clause (Denominator: all Pos->Neg sentences),0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pos->Neg Predictions that Negate Main Clause (Denominator: only Pos->Neg sentences with main clauses),0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pos->Neg Predictions with Main Clause (%),91.18%,74.07%,94.63%,67.29%,92.23%,72.07%,91.53%,73.68%,95.61%,79.59%,73.89%,65.62%,95.12%,81.67%,79.77%,77.59%,69.29%,71.6%
Pos->Neg Predictions Containing the Target Verb (%),100.0%,98.15%,100.0%,97.66%,99.75%,100.0%,99.15%,99.25%,99.37%,99.81%,98.67%,96.88%,97.94%,97.04%,96.95%,97.7%,91.34%,90.12%
Pos->Neg Predictions Negating the Target Verb (Denominator: all pos->neg sentences),6.86%,12.96%,0.0%,0.0%,11.03%,12.61%,1.13%,0.0%,7.02%,11.13%,11.06%,6.25%,8.74%,8.09%,11.45%,8.05%,5.51%,8.64%
Pos->Neg Predictions Negating the Target Verb (Denominator: pos->neg with target verb),6.86%,13.21%,0.0%,0.0%,11.06%,12.61%,1.14%,0.0%,7.06%,11.15%,11.21%,6.45%,8.92%,8.33%,11.81%,8.24%,6.03%,9.59%
