Pos->Pos Category Precision (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.58%,99.92%,100.0%,99.85%,97.72%,99.77%,99.87%,99.88%,99.88%,99.16%,96.39%
Pos->Neg Category Precision (%),100.0%,100.0%,100.0%,100.0%,73.53%,78.82%,96.39%,95.99%,82.45%,73.29%,76.49%,70.87%,76.24%,72.74%,66.09%,73.37%,69.4%,71.35%,63.16%,68.58%,66.13%,70.76%
Pos->Pos Category Recall (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.34%,99.89%,100.0%,99.77%,97.22%,99.5%,99.83%,99.6%,98.77%,99.4%,97.4%
Pos->Neg Category Recall (%),100.0%,100.0%,100.0%,100.0%,72.67%,78.36%,96.32%,95.85%,82.16%,72.8%,76.17%,70.4%,75.92%,72.58%,65.81%,72.98%,69.29%,71.0%,62.85%,67.85%,65.09%,70.44%
Parseable Sentences (#),1103,262,2136,542,77,35,1959,973,379,140,219,167,499,329,148,44,246,239,163,65,58,37
Pos->Pos Parseable Sentences (#),544,133,1072,255,40,17,963,496,207,79,111,85,251,161,77,21,138,119,82,36,35,23
Pos->Neg Parseable Sentences (#),559,129,1064,287,37,18,996,477,172,61,108,82,248,168,71,23,108,120,81,29,23,14
Parseable Sentences (%),100.0%,100.0%,100.0%,100.0%,92.77%,97.22%,99.54%,99.29%,96.93%,94.59%,95.22%,94.35%,96.33%,94.81%,94.87%,84.62%,95.72%,91.22%,93.14%,92.86%,89.23%,88.1%
Pos->Pos Parseable Sentences (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,98.84%,99.6%,100.0%,98.72%,95.45%,100.0%,100.0%,98.8%,97.3%,97.22%,95.83%
Pos->Neg Parseable Sentences (%),100.0%,100.0%,100.0%,100.0%,86.05%,94.74%,99.1%,98.55%,93.48%,88.41%,90.76%,90.11%,93.23%,90.32%,91.03%,76.67%,90.76%,83.92%,88.04%,87.88%,79.31%,77.78%
Pos->Pos Preseve Tree Structures (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,98.84%,99.6%,100.0%,98.72%,90.91%,98.55%,99.16%,97.59%,94.59%,94.44%,87.5%
Pos->Pos Preserve Significant Clauses (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,98.84%,99.6%,100.0%,98.72%,90.91%,98.55%,99.16%,97.59%,94.59%,94.44%,87.5%
Pos->Neg Preseve Tree Structures (%),100.0%,100.0%,100.0%,100.0%,44.19%,57.89%,92.84%,91.53%,63.59%,46.38%,48.74%,43.96%,52.26%,46.24%,34.62%,43.33%,37.82%,41.26%,32.61%,42.42%,27.59%,33.33%
Pos->Neg Preserve Significant Clauses (%),100.0%,100.0%,100.0%,100.0%,86.05%,94.74%,99.1%,98.14%,92.93%,88.41%,90.76%,90.11%,92.48%,89.78%,89.74%,76.67%,90.76%,83.92%,88.04%,84.85%,75.86%,72.22%
Pos->Neg Predictions with Main Clause (#),559,129,1064,287,37,18,996,476,172,61,108,82,248,168,71,23,108,120,81,28,23,14
Pos->Neg Predictions that Negate Main Clause (#),559,129,1064,287,19,11,933,443,118,32,58,40,139,87,27,13,45,59,30,14,8,6
Pos->Neg Predictions that Negate Outside Main Clause (#),0,0,0,0,18,7,63,32,54,29,50,42,107,81,43,10,63,61,51,14,15,7
Pos->Neg Predictions that Negate Outside Main Clause (%),0.0%,0.0%,0.0%,0.0%,48.65%,38.89%,6.33%,6.72%,31.4%,47.54%,46.3%,51.22%,43.15%,48.21%,60.56%,43.48%,58.33%,50.83%,62.96%,50.0%,65.22%,50.0%
Pos->Neg Predictions without Main Clause (#),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pos->Neg Predictions that Negate Main Clause (Denominator: all Pos->Neg sentences),100.0%,100.0%,100.0%,100.0%,44.19%,57.89%,92.84%,91.53%,64.13%,46.38%,48.74%,43.96%,52.26%,46.77%,34.62%,43.33%,37.82%,41.26%,32.61%,42.42%,27.59%,33.33%
Pos->Neg Predictions that Negate Main Clause (Denominator: only Pos->Neg sentences with main clauses),100.0%,100.0%,100.0%,100.0%,51.35%,61.11%,93.67%,93.07%,68.6%,52.46%,53.7%,48.78%,56.05%,51.79%,38.03%,56.52%,41.67%,49.17%,37.04%,50.0%,34.78%,42.86%
Pos->Neg Predictions with Main Clause (%),100.0%,100.0%,100.0%,100.0%,86.05%,94.74%,99.1%,98.35%,93.48%,88.41%,90.76%,90.11%,93.23%,90.32%,91.03%,76.67%,90.76%,83.92%,88.04%,84.85%,79.31%,77.78%
Pos->Neg Predictions Containing the Target Verb (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,98.91%,96.97%,96.55%,94.44%
Pos->Neg Predictions Negating the Target Verb (Denominator: all pos->neg sentences),100.0%,100.0%,100.0%,100.0%,46.51%,63.16%,92.84%,91.53%,65.76%,49.28%,50.42%,43.96%,55.64%,50.54%,42.31%,43.33%,42.02%,43.36%,40.22%,45.45%,27.59%,33.33%
Pos->Neg Predictions Negating the Target Verb (Denominator: pos->neg with target verb),100.0%,100.0%,100.0%,100.0%,46.51%,63.16%,92.84%,91.53%,65.76%,49.28%,50.42%,43.96%,55.64%,50.54%,42.31%,43.33%,42.02%,43.36%,40.66%,46.88%,28.57%,35.29%
