Pos->Pos Category Precision (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.39%,98.78%,94.8%
Pos->Neg Category Precision (%),100.0%,100.0%,100.0%,100.0%,72.09%,82.46%,96.22%,96.62%,82.37%,77.44%,78.05%,74.23%,76.83%,76.77%,71.36%,76.94%,69.53%,71.81%,68.24%,70.81%,68.22%,61.15%
Pos->Pos Category Recall (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.79%,100.0%,99.39%,97.71%,94.97%
Pos->Neg Category Recall (%),100.0%,100.0%,100.0%,100.0%,72.09%,82.46%,96.22%,96.51%,82.34%,76.92%,77.91%,74.07%,76.76%,76.28%,70.8%,76.67%,69.5%,71.5%,67.74%,70.62%,65.09%,59.11%
Parseable Sentences (#),1103,262,2136,542,83,33,1968,964,391,140,230,167,512,332,146,46,256,254,170,65,59,33
Pos->Pos Parseable Sentences (#),544,133,1072,255,40,17,963,496,207,79,111,86,252,161,78,22,138,119,83,37,34,19
Pos->Neg Parseable Sentences (#),559,129,1064,287,43,16,1005,468,184,61,119,81,260,171,68,24,118,135,87,28,25,14
Parseable Sentences (%),100.0%,100.0%,100.0%,100.0%,100.0%,91.67%,100.0%,98.37%,100.0%,94.59%,100.0%,94.35%,98.84%,95.68%,93.59%,88.46%,99.61%,96.95%,97.14%,92.86%,90.77%,78.57%
Pos->Pos Parseable Sentences (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,94.44%,79.17%
Pos->Neg Parseable Sentences (%),100.0%,100.0%,100.0%,100.0%,100.0%,84.21%,100.0%,96.69%,100.0%,88.41%,100.0%,89.01%,97.74%,91.94%,87.18%,80.0%,99.16%,94.41%,94.57%,84.85%,86.21%,77.78%
Pos->Pos Preseve Tree Structures (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.16%,100.0%,100.0%,66.67%,54.17%
Pos->Pos Preserve Significant Clauses (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.16%,100.0%,100.0%,66.67%,54.17%
Pos->Neg Preseve Tree Structures (%),100.0%,100.0%,100.0%,100.0%,44.19%,57.89%,92.84%,91.53%,64.13%,46.38%,49.58%,43.96%,52.26%,46.77%,34.62%,43.33%,37.82%,41.26%,33.7%,42.42%,6.9%,11.11%
Pos->Neg Preserve Significant Clauses (%),100.0%,100.0%,100.0%,100.0%,100.0%,84.21%,100.0%,95.66%,98.91%,79.71%,94.96%,86.81%,96.62%,81.18%,74.36%,80.0%,98.32%,87.41%,83.7%,78.79%,37.93%,38.89%
Pos->Neg Predictions with Main Clause (#),559,129,1064,287,43,16,1005,468,183,61,116,81,260,171,68,24,118,135,86,28,23,11
Pos->Neg Predictions that Negate Main Clause (#),559,129,1064,287,19,11,933,443,118,32,59,40,139,87,27,13,45,59,31,14,7,5
Pos->Neg Predictions that Negate Outside Main Clause (#),0,0,0,0,24,5,72,20,64,23,54,39,118,64,31,11,72,66,46,12,13,6
Pos->Neg Predictions that Negate Outside Main Clause (%),0.0%,0.0%,0.0%,0.0%,55.81%,31.25%,7.16%,4.27%,34.97%,37.7%,46.55%,48.15%,45.38%,37.43%,45.59%,45.83%,61.02%,48.89%,53.49%,42.86%,56.52%,54.55%
Pos->Neg Predictions without Main Clause (#),0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,2,3
Pos->Neg Predictions that Negate Main Clause (Denominator: all Pos->Neg sentences),100.0%,100.0%,100.0%,100.0%,44.19%,57.89%,92.84%,91.53%,64.13%,46.38%,49.58%,43.96%,52.26%,46.77%,34.62%,43.33%,37.82%,41.26%,33.7%,42.42%,24.14%,27.78%
Pos->Neg Predictions that Negate Main Clause (Denominator: only Pos->Neg sentences with main clauses),100.0%,100.0%,100.0%,100.0%,44.19%,68.75%,92.84%,94.66%,64.48%,52.46%,50.86%,49.38%,53.46%,50.88%,39.71%,54.17%,38.14%,43.7%,36.05%,50.0%,30.43%,45.45%
Pos->Neg Predictions with Main Clause (%),100.0%,100.0%,100.0%,100.0%,100.0%,84.21%,100.0%,96.69%,99.46%,88.41%,97.48%,89.01%,97.74%,91.94%,87.18%,80.0%,99.16%,94.41%,93.48%,84.85%,79.31%,61.11%
Pos->Neg Predictions Containing the Target Verb (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.79%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.3%,100.0%,100.0%,96.55%,77.78%
Pos->Neg Predictions Negating the Target Verb (Denominator: all pos->neg sentences),100.0%,100.0%,100.0%,100.0%,46.51%,63.16%,92.84%,91.53%,66.3%,49.28%,49.58%,46.15%,56.39%,49.46%,41.03%,46.67%,41.18%,41.96%,35.87%,42.42%,27.59%,33.33%
Pos->Neg Predictions Negating the Target Verb (Denominator: pos->neg with target verb),100.0%,100.0%,100.0%,100.0%,46.51%,63.16%,92.84%,91.72%,66.3%,49.28%,49.58%,46.15%,56.39%,49.46%,41.03%,46.67%,41.18%,42.25%,35.87%,42.42%,28.57%,42.86%
