Pos->Pos Category Precision (%),100.0%,100.0%,100.0%,100.0%,97.85%,100.0%,100.0%,99.88%,98.66%,98.96%,99.72%,99.83%,98.97%,100.0%,98.21%,98.51%,98.41%,99.0%,98.98%,100.0%,97.2%,96.09%
Pos->Neg Category Precision (%),100.0%,100.0%,100.0%,100.0%,72.59%,78.24%,96.22%,95.84%,82.04%,72.72%,76.35%,70.82%,76.2%,72.5%,66.83%,73.43%,67.99%,70.5%,65.05%,66.37%,64.17%,56.45%
Pos->Pos Category Recall (%),100.0%,100.0%,100.0%,100.0%,97.5%,100.0%,99.91%,100.0%,99.96%,100.0%,99.79%,99.83%,99.44%,100.0%,99.17%,100.0%,99.05%,99.58%,100.0%,99.26%,96.38%,93.92%
Pos->Neg Category Recall (%),100.0%,100.0%,100.0%,100.0%,72.38%,77.78%,96.24%,95.62%,82.16%,71.91%,76.35%,69.89%,76.22%,71.95%,66.45%,71.75%,68.99%,70.66%,64.92%,68.91%,64.08%,59.33%
Parseable Sentences (#),1103,262,2136,542,80,35,1966,967,383,137,225,167,512,321,146,47,250,234,164,63,58,33
Pos->Pos Parseable Sentences (#),544,133,1072,255,39,17,963,495,202,78,111,85,251,161,76,22,135,115,81,37,34,22
Pos->Neg Parseable Sentences (#),559,129,1064,287,41,18,1003,472,181,59,114,82,261,160,70,25,115,119,83,26,24,11
Parseable Sentences (%),100.0%,100.0%,100.0%,100.0%,96.39%,97.22%,99.9%,98.67%,97.95%,92.57%,97.83%,94.35%,98.84%,92.51%,93.59%,90.38%,97.28%,89.31%,93.71%,90.0%,89.23%,78.57%
Pos->Pos Parseable Sentences (%),100.0%,100.0%,100.0%,100.0%,97.5%,100.0%,100.0%,99.8%,97.58%,98.73%,100.0%,98.84%,99.6%,100.0%,97.44%,100.0%,97.83%,96.64%,97.59%,100.0%,94.44%,91.67%
Pos->Neg Parseable Sentences (%),100.0%,100.0%,100.0%,100.0%,95.35%,94.74%,99.8%,97.52%,98.37%,85.51%,95.8%,90.11%,98.12%,86.02%,89.74%,83.33%,96.64%,83.22%,90.22%,78.79%,82.76%,61.11%
Pos->Pos Preseve Tree Structures (%),100.0%,100.0%,100.0%,100.0%,97.5%,100.0%,99.79%,99.8%,97.58%,98.73%,99.1%,98.84%,98.81%,100.0%,96.15%,95.45%,95.65%,95.8%,97.59%,97.3%,91.67%,79.17%
Pos->Pos Preserve Significant Clauses (%),100.0%,100.0%,100.0%,100.0%,97.5%,100.0%,99.79%,99.8%,97.58%,98.73%,99.1%,98.84%,98.81%,100.0%,96.15%,95.45%,95.65%,95.8%,97.59%,97.3%,91.67%,79.17%
Pos->Neg Preseve Tree Structures (%),100.0%,100.0%,100.0%,100.0%,44.19%,57.89%,92.84%,91.53%,64.13%,46.38%,49.58%,43.96%,52.26%,46.77%,34.62%,43.33%,36.97%,38.46%,33.7%,33.33%,27.59%,22.22%
Pos->Neg Preserve Significant Clauses (%),100.0%,100.0%,100.0%,100.0%,95.35%,94.74%,99.8%,97.52%,98.37%,85.51%,95.8%,90.11%,98.12%,85.48%,89.74%,80.0%,93.28%,81.12%,88.04%,75.76%,79.31%,50.0%
Pos->Neg Predictions with Main Clause (#),559,129,1064,287,41,18,1003,472,181,59,114,82,261,160,70,25,114,117,83,26,23,11
Pos->Neg Predictions that Negate Main Clause (#),559,129,1064,287,19,11,933,443,118,32,59,40,139,87,27,13,44,55,31,12,8,4
Pos->Neg Predictions that Negate Outside Main Clause (#),0,0,0,0,22,7,70,29,63,27,55,42,122,73,43,12,70,62,52,14,15,7
Pos->Neg Predictions that Negate Outside Main Clause (%),0.0%,0.0%,0.0%,0.0%,53.66%,38.89%,6.98%,6.14%,34.81%,45.76%,48.25%,51.22%,46.74%,45.62%,61.43%,48.0%,61.4%,52.99%,62.65%,53.85%,65.22%,63.64%
Pos->Neg Predictions without Main Clause (#),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0
Pos->Neg Predictions that Negate Main Clause (Denominator: all Pos->Neg sentences),100.0%,100.0%,100.0%,100.0%,44.19%,57.89%,92.84%,91.53%,64.13%,46.38%,49.58%,43.96%,52.26%,46.77%,34.62%,43.33%,36.97%,38.46%,33.7%,36.36%,27.59%,22.22%
Pos->Neg Predictions that Negate Main Clause (Denominator: only Pos->Neg sentences with main clauses),100.0%,100.0%,100.0%,100.0%,46.34%,61.11%,93.02%,93.86%,65.19%,54.24%,51.75%,48.78%,53.26%,54.37%,38.57%,52.0%,38.6%,47.01%,37.35%,46.15%,34.78%,36.36%
Pos->Neg Predictions with Main Clause (%),100.0%,100.0%,100.0%,100.0%,95.35%,94.74%,99.8%,97.52%,98.37%,85.51%,95.8%,90.11%,98.12%,86.02%,89.74%,83.33%,95.8%,81.82%,90.22%,78.79%,79.31%,61.11%
Pos->Neg Predictions Containing the Target Verb (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,98.32%,98.9%,100.0%,99.46%,100.0%,96.67%,99.16%,97.2%,100.0%,96.97%,93.1%,83.33%
Pos->Neg Predictions Negating the Target Verb (Denominator: all pos->neg sentences),100.0%,100.0%,100.0%,100.0%,46.51%,63.16%,92.84%,91.53%,66.3%,49.28%,50.42%,43.96%,56.39%,50.54%,42.31%,43.33%,42.02%,43.36%,41.3%,45.45%,27.59%,33.33%
Pos->Neg Predictions Negating the Target Verb (Denominator: pos->neg with target verb),100.0%,100.0%,100.0%,100.0%,46.51%,63.16%,92.84%,91.53%,66.3%,49.28%,51.28%,44.44%,56.39%,50.81%,42.31%,44.83%,42.37%,44.6%,41.3%,46.88%,29.63%,40.0%
