Dictionary Name,Total Sentences (#),Total Correct Transformations (#),Total Pos->Pos Transformations (#),Correct Pos->Pos Transformations (#),Total Pos->Neg Transformations (#),Correct Pos->Neg Transformations (#),Correct Pos->Pos Transformations (%),Correct Pos->Neg Transformations (%),Total Correct Transformations (%),Total source tokens,Total Prediction Tokens per Source,Total Target Tokens per Source,Pos->Pos Token Precision (%),Pos->Neg Token Precision (%),Pos->Pos Token Recall (%),Pos->Neg Token Recall (%),Pos->Pos Category Precision (%),Pos->Neg Category Precision (%),Pos->Pos Category Recall (%),Pos->Neg Category Recall (%),Parseable Sentences (#),Pos->Pos Parseable Sentences (#),Pos->Neg Parseable Sentences (#),Parseable Sentences (%),Pos->Pos Parseable Sentences (%),Pos->Neg Parseable Sentences (%),Pos->Pos Preseve Tree Structures (%),Pos->Pos Preserve Significant Clauses (%),Pos->Neg Preseve Tree Structures (%),Pos->Neg Preserve Significant Clauses (%),Pos->Neg Predictions with Main Clause (#),Pos->Neg Predictions that Negate Main Clause (#),Pos->Neg Predictions that Negate Outside Main Clause (#),Pos->Neg Predictions that Negate Outside Main Clause (%),Pos->Neg Predictions without Main Clause (#),Pos->Neg Predictions that Negate Main Clause (Denominator: all Pos->Neg sentences),Pos->Neg Predictions that Negate Main Clause (Denominator: only Pos->Neg sentences with main clauses),Pos->Neg Predictions with Main Clause (%),Pos->Neg Predictions Containing the Target Verb (%),Pos->Neg Predictions Negating the Target Verb (Denominator: all pos->neg sentences),Pos->Neg Predictions Negating the Target Verb (Denominator: pos->neg with target verb)
7.00,182.00,80.00,80.00,80.00,102.00,0.00,1.00,0.00,0.44,714.00,816.00,816.00,1.00,0.50,1.00,0.50,1.00,0.50,1.00,0.50,181.00,80.00,101.00,0.99,1.00,0.99,1.00,1.00,0.00,0.99,101.00,0.00,101.00,1.00,0.00,0.00,0.00,0.99,1.00,0.08,0.08
8.00,114.00,63.00,60.00,60.00,54.00,3.00,1.00,0.06,0.55,432.00,486.00,486.00,1.00,0.61,1.00,0.61,1.00,0.61,1.00,0.61,96.00,60.00,36.00,0.84,1.00,0.67,1.00,1.00,0.06,0.63,36.00,3.00,31.00,0.86,0.00,0.06,0.08,0.67,1.00,0.13,0.13
9.00,806.00,416.00,415.00,415.00,391.00,1.00,1.00,0.00,0.52,"3,519.00","3,907.00","3,910.00",1.00,0.51,1.00,0.51,1.00,0.51,1.00,0.51,804.00,415.00,389.00,1.00,1.00,0.99,1.00,1.00,0.00,0.99,389.00,1.00,385.00,0.99,0.00,0.00,0.00,0.99,1.00,0.01,0.01
10.00,406.00,194.00,192.00,192.00,214.00,2.00,1.00,0.01,0.48,"2,140.00","2,334.00","2,354.00",1.00,0.59,1.00,0.59,1.00,0.59,1.00,0.59,337.00,192.00,145.00,0.83,1.00,0.68,1.00,1.00,0.01,0.57,141.00,2.00,120.00,0.85,4.00,0.01,0.01,0.66,0.99,0.01,0.01
11.00,799.00,400.00,400.00,400.00,399.00,0.00,1.00,0.00,0.50,"4,389.00","4,777.00","4,788.00",1.00,0.51,1.00,0.51,1.00,0.51,1.00,0.51,790.00,400.00,390.00,0.99,1.00,0.98,1.00,1.00,0.00,0.95,389.00,0.00,379.00,0.97,1.00,0.00,0.00,0.97,1.00,0.11,0.11
12.00,424.00,202.00,202.00,202.00,222.00,0.00,1.00,0.00,0.48,"2,664.00","2,838.00","2,886.00",1.00,0.58,1.00,0.57,1.00,0.58,1.00,0.57,380.00,202.00,178.00,0.90,1.00,0.80,1.00,1.00,0.00,0.60,177.00,0.00,133.00,0.75,1.00,0.00,0.00,0.80,1.00,0.08,0.08
13.00,715.00,361.00,361.00,361.00,354.00,0.00,1.00,0.00,0.50,"4,602.00","4,949.00","4,956.00",1.00,0.51,1.00,0.51,1.00,0.51,1.00,0.51,707.00,361.00,346.00,0.99,1.00,0.98,1.00,1.00,0.00,0.95,346.00,0.00,335.00,0.97,0.00,0.00,0.00,0.98,1.00,0.01,0.01
14.00,523.00,258.00,257.00,257.00,266.00,1.00,1.00,0.00,0.49,"3,724.00","3,961.00","3,990.00",1.00,0.58,1.00,0.57,1.00,0.58,1.00,0.57,468.00,257.00,211.00,0.89,1.00,0.79,1.00,1.00,0.00,0.69,211.00,1.00,183.00,0.87,0.00,0.00,0.00,0.79,0.99,0.01,0.01
15.00,"1,559.00",762.00,761.00,761.00,798.00,1.00,1.00,0.00,0.49,"11,970.00","12,748.00","12,768.00",1.00,0.51,1.00,0.51,1.00,0.51,1.00,0.51,"1,539.00",761.00,778.00,0.99,1.00,0.97,1.00,1.00,0.00,0.95,778.00,1.00,759.00,0.98,0.00,0.00,0.00,0.97,1.00,0.07,0.07
16.00,"1,063.00",525.00,524.00,524.00,539.00,1.00,1.00,0.00,0.49,"8,624.00","9,084.00","9,163.00",1.00,0.55,1.00,0.55,1.00,0.55,1.00,0.55,984.00,524.00,460.00,0.93,1.00,0.85,1.00,1.00,0.00,0.71,458.00,1.00,379.00,0.83,2.00,0.00,0.00,0.85,1.00,0.07,0.07
17.00,462.00,236.00,236.00,236.00,226.00,0.00,1.00,0.00,0.51,"3,842.00","4,020.00","4,068.00",1.00,0.57,1.00,0.56,1.00,0.57,1.00,0.56,424.00,236.00,188.00,0.92,1.00,0.83,1.00,1.00,0.00,0.63,185.00,0.00,142.00,0.77,3.00,0.00,0.00,0.82,1.00,0.08,0.08
18.00,143.00,79.00,79.00,79.00,64.00,0.00,1.00,0.00,0.55,"1,152.00","1,214.00","1,216.00",1.00,0.57,1.00,0.57,1.00,0.57,1.00,0.57,127.00,79.00,48.00,0.89,1.00,0.75,1.00,1.00,0.00,0.63,46.00,0.00,40.00,0.87,2.00,0.00,0.00,0.72,1.00,0.05,0.05
19.00,768.00,379.00,379.00,379.00,389.00,0.00,1.00,0.00,0.49,"7,391.00","7,778.00","7,780.00",1.00,0.51,1.00,0.51,1.00,0.51,1.00,0.51,762.00,379.00,383.00,0.99,1.00,0.98,1.00,1.00,0.00,0.98,382.00,0.00,380.00,0.99,1.00,0.00,0.00,0.98,1.00,0.09,0.09
20.00,743.00,370.00,372.00,370.00,371.00,0.00,0.99,0.00,0.50,"7,420.00","7,735.00","7,791.00",1.00,0.54,1.00,0.53,1.00,0.54,1.00,0.53,707.00,372.00,335.00,0.95,1.00,0.90,0.99,0.99,0.00,0.79,331.00,0.00,294.00,0.89,4.00,0.00,0.00,0.89,0.99,0.05,0.05
21.00,547.00,282.00,285.00,282.00,262.00,0.00,0.99,0.00,0.52,"5,502.00","5,711.00","5,764.00",1.00,0.53,1.00,0.52,1.00,0.53,1.00,0.52,526.00,283.00,243.00,0.96,0.99,0.93,0.99,0.99,0.00,0.80,237.00,0.00,210.00,0.89,6.00,0.00,0.00,0.90,0.99,0.10,0.10
22.00,340.00,9.00,166.00,9.00,174.00,0.00,0.05,0.00,0.03,"3,828.00","4,000.00","4,002.00",0.95,0.48,0.96,0.48,0.99,0.51,0.99,0.51,297.00,160.00,137.00,0.87,0.96,0.79,0.94,0.94,0.00,0.64,135.00,0.00,114.00,0.84,2.00,0.00,0.00,0.78,0.99,0.06,0.06
23.00,233.00,0.00,106.00,0.00,127.00,0.00,0.00,0.00,0.00,"2,921.00","2,949.00","3,048.00",0.95,0.47,0.92,0.45,1.00,0.50,0.96,0.48,205.00,103.00,102.00,0.88,0.97,0.80,0.56,0.56,0.00,0.46,97.00,0.00,84.00,0.87,5.00,0.00,0.00,0.76,0.91,0.02,0.03
24.00,173.00,0.00,92.00,0.00,81.00,0.00,0.00,0.00,0.00,"1,944.00","1,992.00","2,025.00",0.90,0.42,0.88,0.41,0.95,0.46,0.93,0.45,130.00,74.00,56.00,0.75,0.80,0.69,0.39,0.47,0.00,0.38,47.00,0.00,38.00,0.81,9.00,0.00,0.00,0.58,0.86,0.05,0.06
