Dictionary Name,Total Sentences (#),Total Correct Transformations (#),Total Pos->Pos Transformations (#),Correct Pos->Pos Transformations (#),Total Pos->Neg Transformations (#),Correct Pos->Neg Transformations (#),Correct Pos->Pos Transformations (%),Correct Pos->Neg Transformations (%),Total Correct Transformations (%),Total source tokens,Total Prediction Tokens per Source,Total Target Tokens per Source,Pos->Pos Token Precision (%),Pos->Neg Token Precision (%),Pos->Pos Token Recall (%),Pos->Neg Token Recall (%),Pos->Pos Category Precision (%),Pos->Neg Category Precision (%),Pos->Pos Category Recall (%),Pos->Neg Category Recall (%),Parseable Sentences (#),Pos->Pos Parseable Sentences (#),Pos->Neg Parseable Sentences (#),Parseable Sentences (%),Pos->Pos Parseable Sentences (%),Pos->Neg Parseable Sentences (%),Pos->Pos Preseve Tree Structures (%),Pos->Pos Preserve Significant Clauses (%),Pos->Neg Preseve Tree Structures (%),Pos->Neg Preserve Significant Clauses (%),Pos->Neg Predictions with Main Clause (#),Pos->Neg Predictions that Negate Main Clause (#),Pos->Neg Predictions that Negate Outside Main Clause (#),Pos->Neg Predictions that Negate Outside Main Clause (%),Pos->Neg Predictions without Main Clause (#),Pos->Neg Predictions that Negate Main Clause (Denominator: all Pos->Neg sentences),Pos->Neg Predictions that Negate Main Clause (Denominator: only Pos->Neg sentences with main clauses),Pos->Neg Predictions with Main Clause (%),Pos->Neg Predictions Containing the Target Verb (%),Pos->Neg Predictions Negating the Target Verb (Denominator: all pos->neg sentences),Pos->Neg Predictions Negating the Target Verb (Denominator: pos->neg with target verb)
7.00,182.00,80.00,80.00,80.00,102.00,0.00,1.00,0.00,0.44,714.00,816.00,816.00,1.00,0.50,1.00,0.50,1.00,0.50,1.00,0.50,182.00,80.00,102.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,102.00,0.00,102.00,1.00,0.00,0.00,0.00,1.00,1.00,0.08,0.08
8.00,114.00,60.00,60.00,60.00,54.00,0.00,1.00,0.00,0.53,432.00,486.00,486.00,1.00,0.49,1.00,0.49,1.00,0.49,1.00,0.49,114.00,60.00,54.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,54.00,0.00,54.00,1.00,0.00,0.00,0.00,1.00,1.00,0.13,0.13
9.00,806.00,415.00,415.00,415.00,391.00,0.00,1.00,0.00,0.51,"3,519.00","3,910.00","3,910.00",1.00,0.50,1.00,0.50,1.00,0.50,1.00,0.50,806.00,415.00,391.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,391.00,0.00,391.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
10.00,406.00,192.00,192.00,192.00,214.00,0.00,1.00,0.00,0.47,"2,140.00","2,353.00","2,354.00",1.00,0.49,1.00,0.49,1.00,0.49,1.00,0.49,404.00,192.00,212.00,1.00,1.00,0.99,1.00,1.00,0.00,0.99,212.00,0.00,211.00,1.00,0.00,0.00,0.00,0.99,1.00,0.00,0.00
11.00,799.00,400.00,400.00,400.00,399.00,0.00,1.00,0.00,0.50,"4,389.00","4,788.00","4,788.00",1.00,0.50,1.00,0.50,1.00,0.50,1.00,0.50,799.00,400.00,399.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,399.00,0.00,399.00,1.00,0.00,0.00,0.00,1.00,1.00,0.11,0.11
12.00,424.00,202.00,202.00,202.00,222.00,0.00,1.00,0.00,0.48,"2,664.00","2,884.00","2,886.00",1.00,0.50,1.00,0.50,1.00,0.50,1.00,0.50,424.00,202.00,222.00,1.00,1.00,1.00,1.00,1.00,0.00,0.99,222.00,0.00,220.00,0.99,0.00,0.00,0.00,1.00,1.00,0.13,0.13
13.00,715.00,361.00,361.00,361.00,354.00,0.00,1.00,0.00,0.50,"4,602.00","4,956.00","4,956.00",1.00,0.50,1.00,0.50,1.00,0.50,1.00,0.50,714.00,361.00,353.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,353.00,0.00,353.00,1.00,0.00,0.00,0.00,1.00,1.00,0.01,0.01
14.00,523.00,257.00,257.00,257.00,266.00,0.00,1.00,0.00,0.49,"3,724.00","3,991.00","3,990.00",1.00,0.49,1.00,0.49,1.00,0.49,1.00,0.49,520.00,257.00,263.00,0.99,1.00,0.99,1.00,1.00,0.00,0.99,263.00,0.00,263.00,1.00,0.00,0.00,0.00,0.99,1.00,0.00,0.00
15.00,"1,559.00",761.00,761.00,761.00,798.00,0.00,1.00,0.00,0.49,"11,970.00","12,769.00","12,768.00",1.00,0.50,1.00,0.50,1.00,0.50,1.00,0.50,"1,558.00",761.00,797.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,797.00,0.00,797.00,1.00,0.00,0.00,0.00,1.00,1.00,0.07,0.07
16.00,"1,063.00",524.00,524.00,524.00,539.00,0.00,1.00,0.00,0.49,"8,624.00","9,160.00","9,163.00",1.00,0.50,1.00,0.50,1.00,0.50,1.00,0.50,"1,061.00",524.00,537.00,1.00,1.00,1.00,1.00,1.00,0.00,0.99,537.00,0.00,534.00,0.99,0.00,0.00,0.00,1.00,1.00,0.11,0.11
17.00,462.00,236.00,236.00,236.00,226.00,0.00,1.00,0.00,0.51,"3,842.00","4,067.00","4,068.00",1.00,0.50,1.00,0.50,1.00,0.50,1.00,0.50,461.00,236.00,225.00,1.00,1.00,1.00,1.00,1.00,0.00,0.99,225.00,0.00,224.00,1.00,0.00,0.00,0.00,1.00,1.00,0.12,0.12
18.00,143.00,79.00,79.00,79.00,64.00,0.00,1.00,0.00,0.55,"1,152.00","1,215.00","1,216.00",1.00,0.52,1.00,0.52,1.00,0.52,1.00,0.52,142.00,79.00,63.00,0.99,1.00,0.98,1.00,1.00,0.00,0.98,63.00,0.00,63.00,1.00,0.00,0.00,0.00,0.98,1.00,0.06,0.06
19.00,768.00,378.00,379.00,378.00,389.00,0.00,1.00,0.00,0.49,"7,391.00","7,779.00","7,780.00",1.00,0.51,1.00,0.51,1.00,0.51,1.00,0.51,766.00,379.00,387.00,1.00,1.00,0.99,1.00,1.00,0.00,0.99,387.00,0.00,387.00,1.00,0.00,0.00,0.00,0.99,1.00,0.09,0.09
20.00,743.00,372.00,372.00,372.00,371.00,0.00,1.00,0.00,0.50,"7,420.00","7,785.00","7,791.00",1.00,0.51,1.00,0.51,1.00,0.51,1.00,0.51,742.00,372.00,370.00,1.00,1.00,1.00,1.00,1.00,0.00,0.99,370.00,0.00,368.00,0.99,0.00,0.00,0.00,1.00,1.00,0.08,0.08
21.00,547.00,286.00,285.00,285.00,262.00,1.00,1.00,0.00,0.52,"5,502.00","5,766.00","5,764.00",1.00,0.51,1.00,0.51,1.00,0.51,1.00,0.51,546.00,285.00,261.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,261.00,1.00,260.00,1.00,0.00,0.00,0.00,1.00,1.00,0.12,0.12
