Dictionary Name,Total Sentences (#),Total Correct Transformations (#),Total Pos->Pos Transformations (#),Correct Pos->Pos Transformations (#),Total Pos->Neg Transformations (#),Correct Pos->Neg Transformations (#),Correct Pos->Pos Transformations (%),Correct Pos->Neg Transformations (%),Total Correct Transformations (%),Total source tokens,Total Prediction Tokens per Source,Total Target Tokens per Source,Pos->Pos Token Precision (%),Pos->Neg Token Precision (%),Pos->Pos Token Recall (%),Pos->Neg Token Recall (%),Pos->Pos Category Precision (%),Pos->Neg Category Precision (%),Pos->Pos Category Recall (%),Pos->Neg Category Recall (%),Parseable Sentences (#),Pos->Pos Parseable Sentences (#),Pos->Neg Parseable Sentences (#),Parseable Sentences (%),Pos->Pos Parseable Sentences (%),Pos->Neg Parseable Sentences (%),Pos->Pos Preseve Tree Structures (%),Pos->Pos Preserve Significant Clauses (%),Pos->Neg Preseve Tree Structures (%),Pos->Neg Preserve Significant Clauses (%),Pos->Neg Predictions with Main Clause (#),Pos->Neg Predictions that Negate Main Clause (#),Pos->Neg Predictions that Negate Outside Main Clause (#),Pos->Neg Predictions that Negate Outside Main Clause (%),Pos->Neg Predictions without Main Clause (#),Pos->Neg Predictions that Negate Main Clause (Denominator: all Pos->Neg sentences),Pos->Neg Predictions that Negate Main Clause (Denominator: only Pos->Neg sentences with main clauses),Pos->Neg Predictions with Main Clause (%),Pos->Neg Predictions Containing the Target Verb (%),Pos->Neg Predictions Negating the Target Verb (Denominator: all pos->neg sentences),Pos->Neg Predictions Negating the Target Verb (Denominator: pos->neg with target verb)
7.00,182.00,80.00,80.00,80.00,102.00,0.00,1.00,0.00,0.44,714.00,816.00,816.00,1.00,0.50,1.00,0.50,1.00,0.50,1.00,0.50,181.00,80.00,101.00,0.99,1.00,0.99,1.00,1.00,0.00,0.99,101.00,0.00,101.00,1.00,0.00,0.00,0.00,0.99,1.00,0.08,0.08
8.00,114.00,61.00,60.00,60.00,54.00,1.00,1.00,0.02,0.54,432.00,482.00,486.00,1.00,0.59,1.00,0.59,1.00,0.59,1.00,0.59,94.00,60.00,34.00,0.82,1.00,0.63,1.00,1.00,0.02,0.57,34.00,1.00,30.00,0.88,0.00,0.02,0.03,0.63,1.00,0.09,0.09
9.00,806.00,415.00,415.00,415.00,391.00,0.00,1.00,0.00,0.51,"3,519.00","3,908.00","3,910.00",1.00,0.50,1.00,0.50,1.00,0.50,1.00,0.50,780.00,415.00,365.00,0.97,1.00,0.93,1.00,1.00,0.00,0.93,365.00,0.00,363.00,0.99,0.00,0.00,0.00,0.93,1.00,0.00,0.00
10.00,406.00,194.00,192.00,192.00,214.00,2.00,1.00,0.01,0.48,"2,140.00","2,342.00","2,354.00",1.00,0.53,1.00,0.53,1.00,0.53,1.00,0.53,333.00,192.00,141.00,0.82,1.00,0.66,1.00,1.00,0.01,0.61,141.00,2.00,129.00,0.91,0.00,0.01,0.01,0.66,1.00,0.01,0.01
11.00,799.00,400.00,400.00,400.00,399.00,0.00,1.00,0.00,0.50,"4,389.00","4,786.00","4,788.00",1.00,0.50,1.00,0.50,1.00,0.50,1.00,0.50,770.00,400.00,370.00,0.96,1.00,0.93,1.00,1.00,0.00,0.92,370.00,0.00,368.00,0.99,0.00,0.00,0.00,0.93,1.00,0.11,0.11
12.00,424.00,202.00,202.00,202.00,222.00,0.00,1.00,0.00,0.48,"2,664.00","2,874.00","2,886.00",1.00,0.54,1.00,0.54,1.00,0.54,1.00,0.54,344.00,202.00,142.00,0.81,1.00,0.64,1.00,1.00,0.00,0.60,142.00,0.00,134.00,0.94,0.00,0.00,0.00,0.64,1.00,0.09,0.09
13.00,715.00,361.00,361.00,361.00,354.00,0.00,1.00,0.00,0.50,"4,602.00","4,950.00","4,956.00",1.00,0.50,1.00,0.50,1.00,0.51,1.00,0.50,682.00,361.00,321.00,0.95,1.00,0.91,1.00,1.00,0.00,0.90,321.00,0.00,317.00,0.99,0.00,0.00,0.00,0.91,1.00,0.01,0.01
14.00,523.00,258.00,257.00,257.00,266.00,1.00,1.00,0.00,0.49,"3,724.00","3,973.00","3,990.00",1.00,0.53,1.00,0.53,1.00,0.53,1.00,0.53,460.00,257.00,203.00,0.88,1.00,0.76,1.00,1.00,0.00,0.72,203.00,1.00,191.00,0.94,0.00,0.00,0.00,0.76,1.00,0.01,0.01
15.00,"1,559.00",763.00,761.00,761.00,798.00,2.00,1.00,0.00,0.49,"11,970.00","12,756.00","12,768.00",1.00,0.50,1.00,0.50,1.00,0.50,1.00,0.50,"1,512.00",761.00,751.00,0.97,1.00,0.94,1.00,1.00,0.00,0.93,751.00,2.00,743.00,0.99,0.00,0.00,0.00,0.94,1.00,0.07,0.07
16.00,"1,063.00",525.00,524.00,524.00,539.00,1.00,1.00,0.00,0.49,"8,624.00","9,125.00","9,163.00",1.00,0.52,1.00,0.52,1.00,0.52,1.00,0.52,951.00,524.00,427.00,0.89,1.00,0.79,1.00,1.00,0.00,0.74,427.00,1.00,397.00,0.93,0.00,0.00,0.00,0.79,1.00,0.08,0.08
17.00,462.00,236.00,236.00,235.00,226.00,1.00,1.00,0.00,0.51,"3,842.00","4,048.00","4,068.00",1.00,0.52,1.00,0.52,1.00,0.52,1.00,0.52,394.00,235.00,159.00,0.85,1.00,0.70,1.00,1.00,0.00,0.63,159.00,1.00,142.00,0.89,0.00,0.00,0.01,0.70,1.00,0.09,0.09
18.00,143.00,78.00,79.00,78.00,64.00,0.00,0.99,0.00,0.55,"1,152.00","1,207.00","1,216.00",1.00,0.55,1.00,0.55,1.00,0.55,1.00,0.55,123.00,78.00,45.00,0.86,0.99,0.70,0.99,0.99,0.00,0.64,45.00,0.00,41.00,0.91,0.00,0.00,0.00,0.70,1.00,0.06,0.06
19.00,768.00,379.00,379.00,379.00,389.00,0.00,1.00,0.00,0.49,"7,391.00","7,780.00","7,780.00",1.00,0.51,1.00,0.51,1.00,0.51,1.00,0.51,747.00,379.00,368.00,0.97,1.00,0.95,1.00,1.00,0.00,0.94,368.00,0.00,367.00,1.00,0.00,0.00,0.00,0.95,1.00,0.09,0.09
20.00,743.00,372.00,372.00,372.00,371.00,0.00,1.00,0.00,0.50,"7,420.00","7,757.00","7,791.00",1.00,0.52,1.00,0.52,1.00,0.52,1.00,0.52,688.00,372.00,316.00,0.93,1.00,0.85,1.00,1.00,0.00,0.81,314.00,0.00,299.00,0.95,2.00,0.00,0.00,0.85,1.00,0.06,0.06
21.00,547.00,283.00,285.00,283.00,262.00,0.00,0.99,0.00,0.52,"5,502.00","5,742.00","5,764.00",1.00,0.53,1.00,0.53,1.00,0.53,1.00,0.53,506.00,285.00,221.00,0.93,1.00,0.84,0.99,0.99,0.00,0.79,220.00,0.00,208.00,0.95,1.00,0.00,0.00,0.84,1.00,0.10,0.10
22.00,340.00,166.00,166.00,166.00,174.00,0.00,1.00,0.00,0.49,"3,828.00","3,978.00","4,002.00",1.00,0.52,1.00,0.52,1.00,0.52,1.00,0.52,299.00,166.00,133.00,0.88,1.00,0.76,1.00,1.00,0.00,0.72,132.00,0.00,125.00,0.95,1.00,0.00,0.00,0.76,0.99,0.06,0.06
23.00,233.00,6.00,106.00,6.00,127.00,0.00,0.06,0.00,0.03,"2,921.00","3,039.00","3,048.00",0.96,0.49,0.95,0.49,0.99,0.52,0.99,0.52,196.00,101.00,95.00,0.84,0.95,0.75,0.91,0.91,0.00,0.73,93.00,0.00,93.00,1.00,2.00,0.00,0.00,0.73,0.91,0.02,0.03
24.00,173.00,0.00,92.00,0.00,81.00,0.00,0.00,0.00,0.00,"1,944.00","1,978.00","2,025.00",0.93,0.44,0.92,0.43,0.99,0.48,0.98,0.47,144.00,87.00,57.00,0.83,0.95,0.70,0.75,0.75,0.00,0.53,52.00,0.00,50.00,0.96,5.00,0.00,0.00,0.64,0.88,0.05,0.06
