Dictionary Name,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Total Sentences (#),182,114,806,406,799,424,715,523,1559,1063,462,143,768,743,547,340,233,173
Total Correct Transformations (#),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total Pos->Pos Transformations (#),80,60,415,192,400,202,361,257,761,524,236,79,379,372,285,166,106,92
Correct Pos->Pos Transformations (#),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total Pos->Neg Transformations (#),102,54,391,214,399,222,354,266,798,539,226,64,389,371,262,174,127,81
Correct Pos->Neg Transformations (#),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct Pos->Pos Transformations (%),0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Correct Pos->Neg Transformations (%),0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Total Correct Transformations (%),0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Total source tokens,714,432,3519,2140,4389,2664,4602,3724,11970,8624,3842,1152,7391,7420,5502,3828,2921,1944
Total Prediction Tokens per Source,747,475,3329,2015,3794,2183,3560,2788,8109,5710,2425,734,4214,4171,2995,2037,1453,919
Total Target Tokens per Source,816,486,3910,2354,4788,2886,4956,3990,12768,9163,4068,1216,7780,7791,5764,4002,3048,2025
Pos->Pos Token Precision (%),39.5%,45.32%,38.28%,34.74%,36.58%,36.77%,37.65%,32.82%,31.4%,31.07%,32.41%,29.03%,32.85%,31.56%,28.6%,32.55%,30.71%,26.0%
Pos->Neg Token Precision (%),25.7%,27.37%,23.13%,25.51%,24.17%,27.44%,20.31%,21.38%,22.09%,22.43%,22.8%,23.84%,22.71%,21.7%,20.7%,19.44%,20.23%,19.04%
Pos->Pos Token Recall (%),36.96%,43.33%,35.72%,32.55%,30.14%,28.96%,28.23%,25.93%,22.64%,21.95%,21.64%,18.99%,20.15%,19.49%,16.54%,18.21%,16.98%,13.86%
Pos->Neg Token Recall (%),23.53%,26.75%,19.69%,21.84%,19.15%,20.76%,14.59%,14.94%,14.03%,13.98%,13.59%,14.39%,12.3%,11.62%,10.76%,9.9%,9.65%,8.64%
Pos->Pos Category Precision (%),55.34%,60.35%,49.27%,48.25%,50.23%,53.48%,54.48%,48.72%,47.04%,50.06%,51.72%,46.02%,55.06%,53.78%,46.01%,53.35%,48.66%,44.69%
Pos->Neg Category Precision (%),35.34%,36.21%,32.2%,34.64%,34.03%,39.07%,30.56%,32.07%,33.88%,34.34%,35.67%,38.01%,37.57%,36.63%,34.02%,32.35%,33.38%,33.84%
Pos->Pos Category Recall (%),51.79%,57.71%,45.97%,45.21%,41.39%,42.12%,40.85%,38.49%,33.91%,35.36%,34.52%,30.1%,33.77%,33.21%,26.62%,29.85%,26.91%,23.82%
Pos->Neg Category Recall (%),32.35%,35.39%,27.42%,29.65%,26.96%,29.56%,21.95%,22.41%,21.51%,21.4%,21.26%,22.94%,20.35%,19.61%,17.68%,16.47%,15.91%,15.36%
Parseable Sentences (#),155,69,454,189,394,216,332,160,521,333,143,42,197,155,130,83,59,45
Pos->Pos Parseable Sentences (#),79,47,254,99,208,115,187,75,235,159,71,26,89,65,62,37,22,16
Pos->Neg Parseable Sentences (#),76,22,200,90,186,101,145,85,286,174,72,16,108,90,68,46,37,29
Parseable Sentences (%),85.16%,60.53%,56.33%,46.55%,49.31%,50.94%,46.43%,30.59%,33.42%,31.33%,30.95%,29.37%,25.65%,20.86%,23.77%,24.41%,25.32%,26.01%
Pos->Pos Parseable Sentences (%),98.75%,78.33%,61.2%,51.56%,52.0%,56.93%,51.8%,29.18%,30.88%,30.34%,30.08%,32.91%,23.48%,17.47%,21.75%,22.29%,20.75%,17.39%
Pos->Neg Parseable Sentences (%),74.51%,40.74%,51.15%,42.06%,46.62%,45.5%,40.96%,31.95%,35.84%,32.28%,31.86%,25.0%,27.76%,24.26%,25.95%,26.44%,29.13%,35.8%
Pos->Pos Preseve Tree Structures (%),0.0%,1.67%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.13%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pos->Pos Preserve Significant Clauses (%),0.0%,1.67%,0.48%,0.52%,0.0%,0.0%,0.0%,0.0%,0.13%,0.19%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pos->Neg Preseve Tree Structures (%),0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pos->Neg Preserve Significant Clauses (%),0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pos->Neg Predictions with Main Clause (#),19,4,50,19,38,24,37,16,55,21,10,4,24,17,10,4,7,3
Pos->Neg Predictions that Negate Main Clause (#),19,4,50,17,38,24,37,16,55,21,10,4,24,17,10,4,7,3
Pos->Neg Predictions that Negate Outside Main Clause (#),0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pos->Neg Predictions that Negate Outside Main Clause (%),0.0%,0.0%,0.0%,10.53%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pos->Neg Predictions without Main Clause (#),57,18,150,71,148,77,108,69,231,153,62,12,84,73,58,42,30,26
Pos->Neg Predictions that Negate Main Clause (Denominator: all Pos->Neg sentences),18.63%,7.41%,12.79%,7.94%,9.52%,10.81%,10.45%,6.02%,6.89%,3.9%,4.42%,6.25%,6.17%,4.58%,3.82%,2.3%,5.51%,3.7%
Pos->Neg Predictions that Negate Main Clause (Denominator: only Pos->Neg sentences with main clauses),100.0%,100.0%,100.0%,89.47%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
Pos->Neg Predictions with Main Clause (%),18.63%,7.41%,12.79%,8.88%,9.52%,10.81%,10.45%,6.02%,6.89%,3.9%,4.42%,6.25%,6.17%,4.58%,3.82%,2.3%,5.51%,3.7%
Pos->Neg Predictions Containing the Target Verb (#),64,24,200,84,230,119,161,103,441,266,105,29,191,181,111,71,41,25
Pos->Neg Predictions Containing the Target Verb (%),62.75%,44.44%,51.15%,39.25%,57.64%,53.6%,45.48%,38.72%,55.26%,49.35%,46.46%,45.31%,49.1%,48.79%,42.37%,40.8%,32.28%,30.86%
Pos->Neg Prediction Negating the Target Verb (#),62,24,198,78,221,115,154,100,413,253,98,26,178,164,105,63,37,23
Pos->Neg Predictions Negating the Target Verb (Denominator: all pos->neg sentences),60.78%,44.44%,50.64%,36.45%,55.39%,51.8%,43.5%,37.59%,51.75%,46.94%,43.36%,40.62%,45.76%,44.2%,40.08%,36.21%,29.13%,28.4%
Pos->Neg Predictions Negating the Target Verb (Denominator: pos->neg with target verb),96.88%,100.0%,99.0%,92.86%,96.09%,96.64%,95.65%,97.09%,93.65%,95.11%,93.33%,89.66%,93.19%,90.61%,94.59%,88.73%,90.24%,92.0%
