Pos->Pos Category Precision (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.89%,99.75%,99.51%,97.57%
Pos->Neg Category Precision (%),100.0%,100.0%,100.0%,100.0%,72.09%,80.7%,96.22%,95.77%,82.16%,73.02%,76.83%,71.36%,76.36%,73.14%,67.52%,76.49%,69.08%,70.57%,65.61%,68.51%,67.06%,55.02%
Pos->Pos Category Recall (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.75%,97.83%,97.57%
Pos->Neg Category Recall (%),100.0%,100.0%,100.0%,100.0%,72.09%,80.7%,96.22%,95.77%,82.16%,73.02%,76.83%,71.36%,76.36%,73.12%,67.52%,76.49%,69.08%,70.5%,65.61%,68.51%,64.94%,56.0%
Parseable Sentences (#),1103,262,2136,542,83,36,1968,980,391,148,230,177,518,346,156,52,257,261,174,68,63,35
Pos->Pos Parseable Sentences (#),544,133,1072,255,40,17,963,496,207,79,111,86,252,161,78,22,138,119,82,36,35,23
Pos->Neg Parseable Sentences (#),559,129,1064,287,43,19,1005,484,184,69,119,91,266,185,78,30,119,142,92,32,28,12
Parseable Sentences (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.71%,100.0%,100.0%,100.0%,99.62%,99.43%,97.14%,96.92%,83.33%
Pos->Pos Parseable Sentences (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,98.8%,97.3%,97.22%,95.83%
Pos->Neg Parseable Sentences (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.46%,100.0%,100.0%,100.0%,99.3%,100.0%,96.97%,96.55%,66.67%
Pos->Pos Preseve Tree Structures (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,98.8%,97.3%,69.44%,75.0%
Pos->Pos Preserve Significant Clauses (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,98.8%,97.3%,69.44%,79.17%
Pos->Neg Preseve Tree Structures (%),100.0%,100.0%,100.0%,100.0%,44.19%,63.16%,92.84%,91.74%,64.13%,46.38%,49.58%,43.96%,52.26%,46.77%,34.62%,43.33%,37.82%,41.26%,33.7%,42.42%,13.79%,5.56%
Pos->Neg Preserve Significant Clauses (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,98.92%,100.0%,100.0%,100.0%,98.6%,100.0%,96.97%,62.07%,27.78%
Pos->Neg Predictions with Main Clause (#),559,129,1064,287,43,19,1005,484,184,69,119,91,266,185,78,30,119,141,92,32,27,9
Pos->Neg Predictions that Negate Main Clause (#),559,129,1064,287,19,12,933,444,118,32,59,40,139,87,27,13,45,59,31,14,8,5
Pos->Neg Predictions that Negate Outside Main Clause (#),0,0,0,0,24,7,72,40,66,37,60,51,127,97,51,17,74,82,61,18,19,4
Pos->Neg Predictions that Negate Outside Main Clause (%),0.0%,0.0%,0.0%,0.0%,55.81%,36.84%,7.16%,8.26%,35.87%,53.62%,50.42%,56.04%,47.74%,52.43%,65.38%,56.67%,62.18%,58.16%,66.3%,56.25%,70.37%,44.44%
Pos->Neg Predictions without Main Clause (#),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3
Pos->Neg Predictions that Negate Main Clause (Denominator: all Pos->Neg sentences),100.0%,100.0%,100.0%,100.0%,44.19%,63.16%,92.84%,91.74%,64.13%,46.38%,49.58%,43.96%,52.26%,46.77%,34.62%,43.33%,37.82%,41.26%,33.7%,42.42%,27.59%,27.78%
Pos->Neg Predictions that Negate Main Clause (Denominator: only Pos->Neg sentences with main clauses),100.0%,100.0%,100.0%,100.0%,44.19%,63.16%,92.84%,91.74%,64.13%,46.38%,49.58%,43.96%,52.26%,47.03%,34.62%,43.33%,37.82%,41.84%,33.7%,43.75%,29.63%,55.56%
Pos->Neg Predictions with Main Clause (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.46%,100.0%,100.0%,100.0%,98.6%,100.0%,96.97%,93.1%,50.0%
Pos->Neg Predictions Containing the Target Verb (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.3%,100.0%,100.0%,96.55%,83.33%
Pos->Neg Predictions Negating the Target Verb (Denominator: all pos->neg sentences),100.0%,100.0%,100.0%,100.0%,46.51%,68.42%,92.84%,91.74%,66.3%,49.28%,50.42%,43.96%,56.39%,50.54%,42.31%,43.33%,42.02%,43.36%,41.3%,45.45%,27.59%,33.33%
Pos->Neg Predictions Negating the Target Verb (Denominator: pos->neg with target verb),100.0%,100.0%,100.0%,100.0%,46.51%,68.42%,92.84%,91.74%,66.3%,49.28%,50.42%,43.96%,56.39%,50.54%,42.31%,43.33%,42.02%,43.66%,41.3%,45.45%,28.57%,40.0%
