Dictionary Name,Total Sentences (#),Total Correct Transformations (#),Total Pos->Pos Transformations (#),Correct Pos->Pos Transformations (#),Total Pos->Neg Transformations (#),Correct Pos->Neg Transformations (#),Correct Pos->Pos Transformations (%),Correct Pos->Neg Transformations (%),Total Correct Transformations (%),Total source tokens,Total Prediction Tokens per Source,Total Target Tokens per Source,Pos->Pos Token Precision (%),Pos->Neg Token Precision (%),Pos->Pos Token Recall (%),Pos->Neg Token Recall (%),Pos->Pos Category Precision (%),Pos->Neg Category Precision (%),Pos->Pos Category Recall (%),Pos->Neg Category Recall (%),Parseable Sentences (#),Pos->Pos Parseable Sentences (#),Pos->Neg Parseable Sentences (#),Parseable Sentences (%),Pos->Pos Parseable Sentences (%),Pos->Neg Parseable Sentences (%),Pos->Pos Preseve Tree Structures (%),Pos->Pos Preserve Significant Clauses (%),Pos->Neg Preseve Tree Structures (%),Pos->Neg Preserve Significant Clauses (%),Pos->Neg Predictions with Main Clause (#),Pos->Neg Predictions that Negate Main Clause (#),Pos->Neg Predictions that Negate Outside Main Clause (#),Pos->Neg Predictions that Negate Outside Main Clause (%),Pos->Neg Predictions without Main Clause (#),Pos->Neg Predictions that Negate Main Clause (Denominator: all Pos->Neg sentences),Pos->Neg Predictions that Negate Main Clause (Denominator: only Pos->Neg sentences with main clauses),Pos->Neg Predictions with Main Clause (%),Pos->Neg Predictions Containing the Target Verb (%),Pos->Neg Predictions Negating the Target Verb (Denominator: all pos->neg sentences),Pos->Neg Predictions Negating the Target Verb (Denominator: pos->neg with target verb)
13.00,230.00,170.00,111.00,111.00,119.00,59.00,1.00,0.50,0.74,"1,547.00","1,666.00","1,666.00",1.00,0.77,1.00,0.77,1.00,0.77,1.00,0.77,224.00,111.00,113.00,0.97,1.00,0.95,1.00,1.00,0.50,0.95,113.00,59.00,54.00,0.48,0.00,0.50,0.52,0.95,1.00,0.50,0.50
14.00,177.00,126.00,86.00,86.00,91.00,40.00,1.00,0.44,0.71,"1,274.00","1,365.00","1,365.00",1.00,0.72,1.00,0.72,1.00,0.72,1.00,0.72,166.00,86.00,80.00,0.94,1.00,0.88,1.00,1.00,0.44,0.88,80.00,40.00,40.00,0.50,0.00,0.44,0.50,0.88,1.00,0.44,0.44
15.00,518.00,391.00,252.00,252.00,266.00,139.00,1.00,0.52,0.75,"3,990.00","4,256.00","4,256.00",1.00,0.77,1.00,0.77,1.00,0.77,1.00,0.77,507.00,252.00,255.00,0.98,1.00,0.96,1.00,1.00,0.52,0.96,255.00,139.00,116.00,0.45,0.00,0.52,0.55,0.96,1.00,0.56,0.56
16.00,347.00,248.00,161.00,161.00,186.00,87.00,1.00,0.47,0.71,"2,976.00","3,160.00","3,162.00",1.00,0.75,1.00,0.75,1.00,0.75,1.00,0.75,308.00,161.00,147.00,0.89,1.00,0.79,1.00,1.00,0.47,0.79,147.00,87.00,60.00,0.41,0.00,0.47,0.59,0.79,1.00,0.49,0.49
17.00,156.00,105.00,78.00,78.00,78.00,27.00,1.00,0.35,0.67,"1,326.00","1,403.00","1,404.00",1.00,0.70,1.00,0.70,1.00,0.70,1.00,0.70,136.00,78.00,58.00,0.87,1.00,0.74,1.00,1.00,0.35,0.74,58.00,27.00,31.00,0.53,0.00,0.35,0.47,0.74,1.00,0.42,0.42
18.00,52.00,35.00,22.00,22.00,30.00,13.00,1.00,0.43,0.67,540.00,570.00,570.00,1.00,0.78,1.00,0.78,1.00,0.78,1.00,0.78,44.00,22.00,22.00,0.85,1.00,0.73,1.00,1.00,0.43,0.73,22.00,13.00,9.00,0.41,0.00,0.43,0.59,0.73,1.00,0.43,0.43
19.00,257.00,183.00,138.00,138.00,119.00,45.00,1.00,0.38,0.71,"2,261.00","2,380.00","2,380.00",1.00,0.69,1.00,0.69,1.00,0.69,1.00,0.69,256.00,138.00,118.00,1.00,1.00,0.99,1.00,1.00,0.38,0.99,118.00,45.00,73.00,0.62,0.00,0.38,0.38,0.99,1.00,0.41,0.41
20.00,262.00,178.00,119.00,119.00,143.00,59.00,1.00,0.41,0.68,"2,860.00","3,000.00","3,003.00",1.00,0.71,1.00,0.71,1.00,0.72,1.00,0.72,240.00,119.00,121.00,0.92,1.00,0.85,1.00,1.00,0.41,0.85,121.00,59.00,62.00,0.51,0.00,0.41,0.49,0.85,1.00,0.42,0.42
21.00,175.00,114.00,83.00,83.00,92.00,31.00,1.00,0.34,0.65,"1,932.00","2,018.00","2,024.00",1.00,0.67,1.00,0.67,1.00,0.67,1.00,0.67,158.00,83.00,75.00,0.90,1.00,0.82,1.00,1.00,0.34,0.82,75.00,31.00,44.00,0.59,0.00,0.34,0.41,0.82,1.00,0.37,0.37
22.00,70.00,6.00,37.00,5.00,33.00,1.00,0.14,0.03,0.09,726.00,761.00,759.00,0.96,0.67,0.96,0.67,0.99,0.71,0.99,0.71,58.00,34.00,24.00,0.83,0.92,0.73,0.89,0.89,0.42,0.73,24.00,14.00,10.00,0.42,0.00,0.42,0.58,0.73,1.00,0.42,0.42
23.00,65.00,0.00,36.00,0.00,29.00,0.00,0.00,0.00,0.00,667.00,672.00,696.00,0.94,0.64,0.93,0.61,0.99,0.68,0.97,0.65,51.00,32.00,19.00,0.78,0.89,0.66,0.61,0.61,0.14,0.38,19.00,8.00,11.00,0.58,0.00,0.28,0.42,0.66,0.97,0.28,0.29
24.00,42.00,0.00,24.00,0.00,18.00,0.00,0.00,0.00,0.00,432.00,429.00,450.00,0.90,0.55,0.89,0.52,0.96,0.58,0.95,0.56,28.00,17.00,11.00,0.67,0.71,0.61,0.46,0.50,0.00,0.22,8.00,4.00,4.00,0.50,3.00,0.22,0.50,0.44,0.78,0.33,0.43
