Pos->Pos Category Precision (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,98.96%,98.75%,99.55%,99.42%,96.16%,86.58%,94.32%,90.15%,91.28%,82.54%,83.45%,76.33%
Pos->Neg Category Precision (%),100.0%,100.0%,100.0%,100.0%,59.05%,67.82%,94.96%,94.13%,75.74%,64.65%,68.13%,66.45%,68.54%,68.06%,63.06%,70.14%,59.54%,65.08%,58.92%,60.97%,58.24%,44.87%
Pos->Pos Category Recall (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,98.89%,98.67%,99.58%,99.38%,96.23%,86.36%,94.43%,90.0%,91.28%,83.05%,83.45%,75.0%
Pos->Neg Category Recall (%),100.0%,100.0%,100.0%,100.0%,61.63%,69.01%,95.27%,94.33%,76.77%,65.66%,69.03%,66.89%,69.53%,68.88%,63.6%,70.88%,60.42%,65.4%,59.24%,61.13%,57.9%,44.67%
Parseable Sentences (#),1103,262,2136,542,81,36,1963,979,384,146,227,173,510,340,151,50,248,239,160,59,54,36
Pos->Pos Parseable Sentences (#),544,133,1072,255,40,17,963,496,207,79,111,85,252,159,77,20,134,108,77,29,28,18
Pos->Neg Parseable Sentences (#),559,129,1064,287,41,19,1000,483,177,67,116,88,258,181,74,30,114,131,83,30,26,18
Parseable Sentences (%),100.0%,100.0%,100.0%,100.0%,97.59%,100.0%,99.75%,99.9%,98.21%,98.65%,98.7%,97.74%,98.46%,97.98%,96.79%,96.15%,96.5%,91.22%,91.43%,84.29%,83.08%,85.71%
Pos->Pos Parseable Sentences (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,98.84%,100.0%,98.76%,98.72%,90.91%,97.1%,90.76%,92.77%,78.38%,77.78%,75.0%
Pos->Neg Parseable Sentences (%),100.0%,100.0%,100.0%,100.0%,95.35%,100.0%,99.5%,99.79%,96.2%,97.1%,97.48%,96.7%,96.99%,97.31%,94.87%,100.0%,95.8%,91.61%,90.22%,90.91%,89.66%,100.0%
Pos->Pos Preseve Tree Structures (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,98.2%,97.67%,98.81%,98.14%,88.46%,63.64%,76.09%,69.75%,67.47%,37.84%,36.11%,25.0%
Pos->Pos Preserve Significant Clauses (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,98.2%,97.67%,98.81%,98.14%,93.59%,68.18%,88.41%,79.83%,75.9%,48.65%,52.78%,33.33%
Pos->Neg Preseve Tree Structures (%),100.0%,100.0%,100.0%,100.0%,44.19%,57.89%,92.84%,91.53%,64.13%,46.38%,48.74%,42.86%,51.13%,46.24%,34.62%,40.0%,30.25%,33.57%,29.35%,30.3%,17.24%,5.56%
Pos->Neg Preserve Significant Clauses (%),100.0%,100.0%,100.0%,100.0%,44.19%,57.89%,92.84%,91.53%,64.67%,47.83%,48.74%,43.96%,52.63%,47.31%,34.62%,40.0%,35.29%,39.86%,31.52%,36.36%,24.14%,11.11%
Pos->Neg Predictions with Main Clause (#),559,129,1064,287,28,16,975,475,157,60,97,74,214,154,62,29,85,114,65,22,22,12
Pos->Neg Predictions that Negate Main Clause (#),559,129,1064,287,28,16,975,475,156,59,97,72,213,153,62,29,85,113,65,22,22,12
Pos->Neg Predictions that Negate Outside Main Clause (#),0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0
Pos->Neg Predictions that Negate Outside Main Clause (%),0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.64%,1.67%,0.0%,2.7%,0.47%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pos->Neg Predictions without Main Clause (#),0,0,0,0,13,3,25,8,20,7,19,14,44,27,12,1,29,17,18,8,4,6
Pos->Neg Predictions that Negate Main Clause (Denominator: all Pos->Neg sentences),100.0%,100.0%,100.0%,100.0%,65.12%,84.21%,97.01%,98.14%,84.78%,85.51%,81.51%,79.12%,80.08%,82.26%,79.49%,96.67%,71.43%,79.02%,70.65%,66.67%,75.86%,66.67%
Pos->Neg Predictions that Negate Main Clause (Denominator: only Pos->Neg sentences with main clauses),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.36%,98.33%,100.0%,97.3%,99.53%,99.35%,100.0%,100.0%,100.0%,99.12%,100.0%,100.0%,100.0%,100.0%
Pos->Neg Predictions with Main Clause (%),100.0%,100.0%,100.0%,100.0%,65.12%,84.21%,97.01%,98.14%,85.33%,86.96%,81.51%,81.32%,80.45%,82.8%,79.49%,96.67%,71.43%,79.72%,70.65%,66.67%,75.86%,66.67%
Pos->Neg Predictions Containing the Target Verb (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,95.8%,97.8%,99.25%,98.39%,100.0%,100.0%,94.12%,97.2%,94.57%,87.88%,96.55%,72.22%
Pos->Neg Predictions Negating the Target Verb (Denominator: all pos->neg sentences),100.0%,100.0%,100.0%,100.0%,46.51%,63.16%,92.84%,91.53%,66.3%,49.28%,50.42%,43.96%,56.39%,50.54%,43.59%,43.33%,42.02%,45.45%,41.3%,42.42%,34.48%,16.67%
Pos->Neg Predictions Negating the Target Verb (Denominator: pos->neg with target verb),100.0%,100.0%,100.0%,100.0%,46.51%,63.16%,92.84%,91.53%,66.3%,49.28%,52.63%,44.94%,56.82%,51.37%,43.59%,43.33%,44.64%,46.76%,43.68%,48.28%,35.71%,23.08%
