Dictionary Name,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Total Sentences (#),182,114,806,406,799,424,715,523,1559,1063,462,143,768,743,547,340,233,173
Total Correct Transformations (#),80,60,415,192,400,202,361,257,761,524,236,79,378,372,286,14,1,0
Total Pos->Pos Transformations (#),80,60,415,192,400,202,361,257,761,524,236,79,379,372,285,166,106,92
Correct Pos->Pos Transformations (#),80,60,415,192,400,202,361,257,761,524,236,79,378,372,285,14,1,0
Total Pos->Neg Transformations (#),102,54,391,214,399,222,354,266,798,539,226,64,389,371,262,174,127,81
Correct Pos->Neg Transformations (#),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Correct Pos->Pos Transformations (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.74%,100.0%,100.0%,8.43%,0.94%,0.0%
Correct Pos->Neg Transformations (%),0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.38%,0.0%,0.0%,0.0%
Total Correct Transformations (%),43.96%,52.63%,51.49%,47.29%,50.06%,47.64%,50.49%,49.14%,48.81%,49.29%,51.08%,55.24%,49.22%,50.07%,52.29%,4.12%,0.43%,0.0%
Total source tokens,714,432,3519,2140,4389,2664,4602,3724,11970,8624,3842,1152,7391,7420,5502,3828,2921,1944
Total Prediction Tokens per Source,816,486,3910,2353,4788,2884,4956,3991,12769,9160,4067,1215,7779,7785,5766,4014,2966,1982
Total Target Tokens per Source,816,486,3910,2354,4788,2886,4956,3990,12768,9163,4068,1216,7780,7791,5764,4002,3048,2025
Pos->Pos Token Precision (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,95.49%,94.27%,89.92%
Pos->Neg Token Precision (%),50.0%,49.38%,50.23%,49.21%,49.73%,50.1%,50.42%,49.16%,49.76%,50.01%,50.31%,51.85%,50.64%,50.7%,51.09%,45.09%,45.89%,40.41%
Pos->Pos Token Recall (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.97%,100.0%,100.0%,95.76%,91.76%,88.5%
Pos->Neg Token Recall (%),50.0%,49.38%,50.23%,49.19%,49.73%,50.07%,50.42%,49.17%,49.77%,49.99%,50.29%,51.81%,50.63%,50.66%,51.11%,45.23%,44.65%,39.56%
Pos->Pos Category Precision (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.18%,98.95%,96.36%
Pos->Neg Category Precision (%),50.0%,49.38%,50.23%,49.21%,49.73%,50.14%,50.42%,49.16%,49.76%,50.01%,50.31%,51.85%,50.64%,50.7%,51.09%,48.48%,50.4%,46.82%
Pos->Pos Category Recall (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.97%,100.0%,100.0%,99.45%,96.31%,94.84%
Pos->Neg Category Recall (%),50.0%,49.38%,50.23%,49.19%,49.73%,50.1%,50.42%,49.17%,49.77%,49.99%,50.29%,51.81%,50.63%,50.66%,51.11%,48.63%,49.05%,45.83%
Parseable Sentences (#),182,114,806,404,799,424,714,520,1558,1061,461,142,766,742,546,328,229,143
Pos->Pos Parseable Sentences (#),80,60,415,192,400,202,361,257,761,524,236,79,379,372,285,160,104,78
Pos->Neg Parseable Sentences (#),102,54,391,212,399,222,353,263,797,537,225,63,387,370,261,168,125,65
Parseable Sentences (%),100.0%,100.0%,100.0%,99.51%,100.0%,100.0%,99.86%,99.43%,99.94%,99.81%,99.78%,99.3%,99.74%,99.87%,99.82%,96.47%,98.28%,82.66%
Pos->Pos Parseable Sentences (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,96.39%,98.11%,84.78%
Pos->Neg Parseable Sentences (%),100.0%,100.0%,100.0%,99.07%,100.0%,100.0%,99.72%,98.87%,99.87%,99.63%,99.56%,98.44%,99.49%,99.73%,99.62%,96.55%,98.43%,80.25%
Pos->Pos Preseve Tree Structures (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.74%,100.0%,100.0%,93.37%,59.43%,44.57%
Pos->Pos Preserve Significant Clauses (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.74%,100.0%,100.0%,93.37%,59.43%,60.87%
Pos->Neg Preseve Tree Structures (%),0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.38%,0.0%,0.0%,0.0%
Pos->Neg Preserve Significant Clauses (%),100.0%,100.0%,100.0%,98.6%,100.0%,99.1%,99.72%,98.87%,99.87%,99.07%,99.12%,98.44%,99.23%,98.65%,99.62%,94.83%,67.72%,59.26%
Pos->Neg Predictions with Main Clause (#),102,54,391,212,399,222,353,263,797,537,225,63,387,370,261,166,122,55
Pos->Neg Predictions that Negate Main Clause (#),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pos->Neg Predictions that Negate Outside Main Clause (#),102,54,391,211,399,220,353,263,797,534,224,63,387,368,260,166,122,55
Pos->Neg Predictions that Negate Outside Main Clause (%),100.0%,100.0%,100.0%,99.53%,100.0%,99.1%,100.0%,100.0%,100.0%,99.44%,99.56%,100.0%,100.0%,99.46%,99.62%,100.0%,100.0%,100.0%
Pos->Neg Predictions without Main Clause (#),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,10
Pos->Neg Predictions that Negate Main Clause (Denominator: all Pos->Neg sentences),0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.38%,0.0%,0.0%,0.0%
Pos->Neg Predictions that Negate Main Clause (Denominator: only Pos->Neg sentences with main clauses),0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.38%,0.0%,0.0%,0.0%
Pos->Neg Predictions with Main Clause (%),100.0%,100.0%,100.0%,99.07%,100.0%,100.0%,99.72%,98.87%,99.87%,99.63%,99.56%,98.44%,99.49%,99.73%,99.62%,95.4%,96.06%,67.9%
Pos->Neg Predictions Containing the Target Verb (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,98.28%,91.34%,86.42%
Pos->Neg Predictions Negating the Target Verb (Denominator: all pos->neg sentences),7.84%,12.96%,0.0%,0.0%,11.03%,12.61%,1.13%,0.0%,7.02%,11.13%,11.5%,6.25%,8.74%,7.82%,11.83%,8.05%,5.51%,8.64%
Pos->Neg Predictions Negating the Target Verb (Denominator: pos->neg with target verb),7.84%,12.96%,0.0%,0.0%,11.03%,12.61%,1.13%,0.0%,7.02%,11.13%,11.5%,6.25%,8.74%,7.82%,11.83%,8.19%,6.03%,10.0%
