Dictionary Name,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Total Sentences (#),182,114,806,406,799,424,715,523,1559,1063,462,143,768,743,547,340,233,173
Total Correct Transformations (#),80,63,416,194,400,202,361,258,762,525,236,79,379,370,282,9,0,0
Total Pos->Pos Transformations (#),80,60,415,192,400,202,361,257,761,524,236,79,379,372,285,166,106,92
Correct Pos->Pos Transformations (#),80,60,415,192,400,202,361,257,761,524,236,79,379,370,282,9,0,0
Total Pos->Neg Transformations (#),102,54,391,214,399,222,354,266,798,539,226,64,389,371,262,174,127,81
Correct Pos->Neg Transformations (#),0,3,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Correct Pos->Pos Transformations (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.46%,98.95%,5.42%,0.0%,0.0%
Correct Pos->Neg Transformations (%),0.0%,5.56%,0.26%,0.93%,0.0%,0.0%,0.0%,0.38%,0.13%,0.19%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Total Correct Transformations (%),43.96%,55.26%,51.61%,47.78%,50.06%,47.64%,50.49%,49.33%,48.88%,49.39%,51.08%,55.24%,49.35%,49.8%,51.55%,2.65%,0.0%,0.0%
Total source tokens,714,432,3519,2140,4389,2664,4602,3724,11970,8624,3842,1152,7391,7420,5502,3828,2921,1944
Total Prediction Tokens per Source,816,486,3907,2334,4777,2838,4949,3961,12748,9084,4020,1214,7778,7735,5711,4000,2949,1992
Total Target Tokens per Source,816,486,3910,2354,4788,2886,4956,3990,12768,9163,4068,1216,7780,7791,5764,4002,3048,2025
Pos->Pos Token Precision (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.78%,95.33%,95.48%,90.47%
Pos->Neg Token Precision (%),50.12%,60.7%,50.76%,59.47%,50.97%,57.96%,51.49%,57.74%,51.01%,55.45%,56.99%,56.75%,51.05%,53.73%,52.69%,48.23%,46.52%,41.72%
Pos->Pos Token Recall (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.87%,99.75%,95.62%,91.76%,88.09%
Pos->Neg Token Recall (%),50.12%,60.7%,50.72%,58.96%,50.86%,57.0%,51.41%,57.32%,50.93%,54.97%,56.32%,56.66%,51.04%,53.34%,52.2%,48.2%,45.01%,41.04%
Pos->Pos Category Precision (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.78%,99.15%,99.62%,95.44%
Pos->Neg Category Precision (%),50.12%,60.7%,50.76%,59.47%,50.97%,58.07%,51.49%,57.76%,51.03%,55.47%,57.01%,56.84%,51.05%,53.79%,52.69%,51.05%,50.08%,46.13%
Pos->Pos Category Recall (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.87%,99.75%,99.45%,95.73%,92.93%
Pos->Neg Category Recall (%),50.12%,60.7%,50.72%,58.96%,50.86%,57.1%,51.41%,57.34%,50.95%,54.99%,56.34%,56.74%,51.04%,53.41%,52.2%,51.02%,48.46%,45.38%
Parseable Sentences (#),181,96,804,337,790,380,707,468,1539,984,424,127,762,707,526,297,205,130
Pos->Pos Parseable Sentences (#),80,60,415,192,400,202,361,257,761,524,236,79,379,372,283,160,103,74
Pos->Neg Parseable Sentences (#),101,36,389,145,390,178,346,211,778,460,188,48,383,335,243,137,102,56
Parseable Sentences (%),99.45%,84.21%,99.75%,83.0%,98.87%,89.62%,98.88%,89.48%,98.72%,92.57%,91.77%,88.81%,99.22%,95.15%,96.16%,87.35%,87.98%,75.14%
Pos->Pos Parseable Sentences (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.3%,96.39%,97.17%,80.43%
Pos->Neg Parseable Sentences (%),99.02%,66.67%,99.49%,67.76%,97.74%,80.18%,97.74%,79.32%,97.49%,85.34%,83.19%,75.0%,98.46%,90.3%,92.75%,78.74%,80.31%,69.14%
Pos->Pos Preseve Tree Structures (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.46%,98.95%,93.98%,55.66%,39.13%
Pos->Pos Preserve Significant Clauses (%),100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,99.46%,98.95%,93.98%,55.66%,46.74%
Pos->Neg Preseve Tree Structures (%),0.0%,5.56%,0.26%,0.93%,0.0%,0.0%,0.0%,0.38%,0.13%,0.19%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pos->Neg Preserve Significant Clauses (%),99.02%,62.96%,98.72%,57.01%,94.99%,59.91%,94.63%,69.17%,95.24%,70.5%,62.83%,62.5%,97.69%,79.25%,80.15%,64.37%,45.67%,38.27%
Pos->Neg Predictions with Main Clause (#),101,36,389,141,389,177,346,211,778,458,185,46,382,331,237,135,97,47
Pos->Neg Predictions that Negate Main Clause (#),0,3,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Pos->Neg Predictions that Negate Outside Main Clause (#),101,31,385,120,379,133,335,183,759,379,142,40,380,294,210,114,84,38
Pos->Neg Predictions that Negate Outside Main Clause (%),100.0%,86.11%,98.97%,85.11%,97.43%,75.14%,96.82%,86.73%,97.56%,82.75%,76.76%,86.96%,99.48%,88.82%,88.61%,84.44%,86.6%,80.85%
Pos->Neg Predictions without Main Clause (#),0,0,0,4,1,1,0,0,0,2,3,2,1,4,6,2,5,9
Pos->Neg Predictions that Negate Main Clause (Denominator: all Pos->Neg sentences),0.0%,5.56%,0.26%,0.93%,0.0%,0.0%,0.0%,0.38%,0.13%,0.19%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pos->Neg Predictions that Negate Main Clause (Denominator: only Pos->Neg sentences with main clauses),0.0%,8.33%,0.26%,1.42%,0.0%,0.0%,0.0%,0.47%,0.13%,0.22%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pos->Neg Predictions with Main Clause (%),99.02%,66.67%,99.49%,65.89%,97.49%,79.73%,97.74%,79.32%,97.49%,84.97%,81.86%,71.88%,98.2%,89.22%,90.46%,77.59%,76.38%,58.02%
Pos->Neg Predictions Containing the Target Verb (#),102,54,391,211,399,222,354,263,797,538,226,64,389,366,259,172,116,70
Pos->Neg Predictions Containing the Target Verb (%),100.0%,100.0%,100.0%,98.6%,100.0%,100.0%,100.0%,98.87%,99.87%,99.81%,100.0%,100.0%,100.0%,98.65%,98.85%,98.85%,91.34%,86.42%
Pos->Neg Prediction Negating the Target Verb (#),8,7,2,2,44,18,2,3,57,39,19,3,34,20,27,10,3,4
Pos->Neg Predictions Negating the Target Verb (Denominator: all pos->neg sentences),7.84%,12.96%,0.51%,0.93%,11.03%,8.11%,0.56%,1.13%,7.14%,7.24%,8.41%,4.69%,8.74%,5.39%,10.31%,5.75%,2.36%,4.94%
Pos->Neg Predictions Negating the Target Verb (Denominator: pos->neg with target verb),7.84%,12.96%,0.51%,0.95%,11.03%,8.11%,0.56%,1.14%,7.15%,7.25%,8.41%,4.69%,8.74%,5.46%,10.42%,5.81%,2.59%,5.71%
