Dictionary Name,Total Sentences (#),Total Correct Transformations (#),Total Pos->Pos Transformations (#),Correct Pos->Pos Transformations (#),Total Pos->Neg Transformations (#),Correct Pos->Neg Transformations (#),Correct Pos->Pos Transformations (%),Correct Pos->Neg Transformations (%),Total Correct Transformations (%),Total source tokens,Total Prediction Tokens per Source,Total Target Tokens per Source,Pos->Pos Token Precision (%),Pos->Neg Token Precision (%),Pos->Pos Token Recall (%),Pos->Neg Token Recall (%),Pos->Pos Category Precision (%),Pos->Neg Category Precision (%),Pos->Pos Category Recall (%),Pos->Neg Category Recall (%),Parseable Sentences (#),Pos->Pos Parseable Sentences (#),Pos->Neg Parseable Sentences (#),Parseable Sentences (%),Pos->Pos Parseable Sentences (%),Pos->Neg Parseable Sentences (%),Pos->Pos Preseve Tree Structures (%),Pos->Pos Preserve Significant Clauses (%),Pos->Neg Preseve Tree Structures (%),Pos->Neg Preserve Significant Clauses (%),Pos->Neg Predictions with Main Clause (#),Pos->Neg Predictions that Negate Main Clause (#),Pos->Neg Predictions that Negate Outside Main Clause (#),Pos->Neg Predictions that Negate Outside Main Clause (%),Pos->Neg Predictions without Main Clause (#),Pos->Neg Predictions that Negate Main Clause (Denominator: all Pos->Neg sentences),Pos->Neg Predictions that Negate Main Clause (Denominator: only Pos->Neg sentences with main clauses),Pos->Neg Predictions with Main Clause (%),Pos->Neg Predictions Containing the Target Verb (%),Pos->Neg Predictions Negating the Target Verb (Denominator: all pos->neg sentences),Pos->Neg Predictions Negating the Target Verb (Denominator: pos->neg with target verb)
7.00,182.00,0.00,80.00,0.00,102.00,0.00,0.00,0.00,0.00,714.00,732.00,816.00,0.44,0.28,0.37,0.25,0.62,0.37,0.51,0.33,127.00,68.00,59.00,0.70,0.85,0.58,0.03,0.03,0.00,0.01,8.00,7.00,1.00,0.13,51.00,0.07,0.88,0.08,0.79,0.74,0.93
8.00,114.00,0.00,60.00,0.00,54.00,0.00,0.00,0.00,0.00,432.00,425.00,486.00,0.44,0.32,0.36,0.28,0.65,0.40,0.53,0.35,82.00,44.00,38.00,0.72,0.73,0.70,0.02,0.02,0.00,0.00,6.00,3.00,3.00,0.50,32.00,0.06,0.50,0.11,0.78,0.72,0.93
9.00,806.00,0.00,415.00,0.00,391.00,0.00,0.00,0.00,0.00,"3,519.00","3,819.00","3,910.00",0.37,0.27,0.39,0.26,0.49,0.34,0.51,0.33,511.00,314.00,197.00,0.63,0.76,0.50,0.05,0.05,0.00,0.03,44.00,19.00,22.00,0.50,153.00,0.05,0.43,0.11,0.56,0.48,0.86
10.00,406.00,0.00,192.00,0.00,214.00,0.00,0.00,0.00,0.00,"2,140.00","2,136.00","2,354.00",0.39,0.29,0.38,0.27,0.51,0.37,0.49,0.34,255.00,135.00,120.00,0.63,0.70,0.56,0.01,0.01,0.00,0.01,22.00,7.00,12.00,0.55,98.00,0.03,0.32,0.10,0.50,0.45,0.89
11.00,799.00,1.00,400.00,1.00,399.00,0.00,0.00,0.00,0.00,"4,389.00","4,196.00","4,788.00",0.45,0.32,0.43,0.28,0.59,0.40,0.55,0.35,462.00,262.00,200.00,0.58,0.66,0.50,0.12,0.13,0.00,0.05,63.00,18.00,40.00,0.63,137.00,0.05,0.29,0.16,0.45,0.35,0.77
12.00,424.00,0.00,202.00,0.00,222.00,0.00,0.00,0.00,0.00,"2,664.00","2,439.00","2,886.00",0.46,0.31,0.40,0.27,0.59,0.40,0.52,0.34,246.00,127.00,119.00,0.58,0.63,0.54,0.10,0.10,0.00,0.03,30.00,12.00,18.00,0.60,89.00,0.05,0.40,0.14,0.43,0.32,0.75
13.00,715.00,0.00,361.00,0.00,354.00,0.00,0.00,0.00,0.00,"4,602.00","4,893.00","4,956.00",0.33,0.22,0.34,0.22,0.44,0.29,0.45,0.29,294.00,168.00,126.00,0.41,0.47,0.36,0.02,0.02,0.00,0.01,25.00,16.00,7.00,0.28,101.00,0.05,0.64,0.07,0.48,0.34,0.72
14.00,523.00,0.00,257.00,0.00,266.00,0.00,0.00,0.00,0.00,"3,724.00","3,801.00","3,990.00",0.30,0.22,0.32,0.21,0.41,0.29,0.43,0.28,206.00,106.00,100.00,0.39,0.41,0.38,0.02,0.02,0.00,0.00,17.00,7.00,9.00,0.53,83.00,0.03,0.41,0.06,0.47,0.35,0.75
15.00,"1,559.00",0.00,761.00,0.00,798.00,0.00,0.00,0.00,0.00,"11,970.00","12,247.00","12,768.00",0.31,0.24,0.34,0.23,0.40,0.32,0.43,0.31,484.00,237.00,247.00,0.31,0.31,0.31,0.01,0.01,0.00,0.00,54.00,41.00,10.00,0.19,193.00,0.05,0.76,0.07,0.44,0.27,0.60
16.00,"1,063.00",0.00,524.00,0.00,539.00,0.00,0.00,0.00,0.00,"8,624.00","8,794.00","9,163.00",0.30,0.24,0.32,0.23,0.40,0.32,0.43,0.31,270.00,135.00,135.00,0.25,0.26,0.25,0.00,0.00,0.00,0.00,34.00,24.00,6.00,0.18,101.00,0.04,0.71,0.06,0.46,0.26,0.56
17.00,462.00,0.00,236.00,0.00,226.00,0.00,0.00,0.00,0.00,"3,842.00","3,777.00","4,068.00",0.32,0.25,0.33,0.23,0.44,0.35,0.45,0.32,162.00,92.00,70.00,0.35,0.39,0.31,0.00,0.00,0.00,0.00,9.00,5.00,4.00,0.44,61.00,0.02,0.56,0.04,0.45,0.28,0.62
18.00,143.00,0.00,79.00,0.00,64.00,0.00,0.00,0.00,0.00,"1,152.00","1,031.00","1,216.00",0.32,0.24,0.30,0.20,0.46,0.34,0.42,0.29,77.00,44.00,33.00,0.54,0.56,0.52,0.00,0.00,0.00,0.00,5.00,4.00,1.00,0.20,28.00,0.06,0.80,0.08,0.30,0.27,0.89
19.00,768.00,0.00,379.00,0.00,389.00,0.00,0.00,0.00,0.00,"7,391.00","6,318.00","7,780.00",0.31,0.21,0.27,0.17,0.41,0.29,0.37,0.24,198.00,91.00,107.00,0.26,0.24,0.28,0.00,0.00,0.00,0.00,18.00,11.00,7.00,0.39,89.00,0.03,0.61,0.05,0.42,0.22,0.53
20.00,743.00,0.00,372.00,0.00,371.00,0.00,0.00,0.00,0.00,"7,420.00","6,022.00","7,791.00",0.32,0.23,0.27,0.17,0.45,0.30,0.38,0.23,166.00,79.00,87.00,0.22,0.21,0.23,0.00,0.00,0.00,0.00,17.00,11.00,4.00,0.24,70.00,0.03,0.65,0.05,0.41,0.21,0.52
21.00,547.00,0.00,285.00,0.00,262.00,0.00,0.00,0.00,0.00,"5,502.00","4,439.00","5,764.00",0.30,0.23,0.26,0.17,0.41,0.32,0.36,0.25,140.00,63.00,77.00,0.26,0.22,0.29,0.00,0.00,0.00,0.00,12.00,10.00,1.00,0.08,65.00,0.04,0.83,0.05,0.40,0.21,0.54
22.00,340.00,0.00,166.00,0.00,174.00,0.00,0.00,0.00,0.00,"3,828.00","3,165.00","4,002.00",0.27,0.22,0.23,0.17,0.39,0.30,0.33,0.24,88.00,40.00,48.00,0.26,0.24,0.28,0.00,0.00,0.00,0.00,8.00,4.00,1.00,0.13,40.00,0.02,0.50,0.05,0.30,0.17,0.57
