Dictionary Name,Total Sentences (#),Total Correct Transformations (#),Total Pos->Pos Transformations (#),Correct Pos->Pos Transformations (#),Total Pos->Neg Transformations (#),Correct Pos->Neg Transformations (#),Correct Pos->Pos Transformations (%),Correct Pos->Neg Transformations (%),Total Correct Transformations (%),Total source tokens,Total Prediction Tokens per Source,Total Target Tokens per Source,Pos->Pos Token Precision (%),Pos->Neg Token Precision (%),Pos->Pos Token Recall (%),Pos->Neg Token Recall (%),Pos->Pos Category Precision (%),Pos->Neg Category Precision (%),Pos->Pos Category Recall (%),Pos->Neg Category Recall (%),Parseable Sentences (#),Pos->Pos Parseable Sentences (#),Pos->Neg Parseable Sentences (#),Parseable Sentences (%),Pos->Pos Parseable Sentences (%),Pos->Neg Parseable Sentences (%),Pos->Pos Preseve Tree Structures (%),Pos->Pos Preserve Significant Clauses (%),Pos->Neg Preseve Tree Structures (%),Pos->Neg Preserve Significant Clauses (%),Pos->Neg Predictions with Main Clause (#),Pos->Neg Predictions that Negate Main Clause (#),Pos->Neg Predictions that Negate Outside Main Clause (#),Pos->Neg Predictions that Negate Outside Main Clause (%),Pos->Neg Predictions without Main Clause (#),Pos->Neg Predictions that Negate Main Clause (Denominator: all Pos->Neg sentences),Pos->Neg Predictions that Negate Main Clause (Denominator: only Pos->Neg sentences with main clauses),Pos->Neg Predictions with Main Clause (%),Pos->Neg Predictions Containing the Target Verb (%),Pos->Neg Predictions Negating the Target Verb (Denominator: all pos->neg sentences),Pos->Neg Predictions Negating the Target Verb (Denominator: pos->neg with target verb)
7.00,182.00,78.00,80.00,78.00,102.00,0.00,0.98,0.00,0.43,714.00,822.00,816.00,0.99,0.50,1.00,0.51,0.99,0.50,1.00,0.51,171.00,78.00,93.00,0.94,0.98,0.91,0.98,0.98,0.00,0.91,93.00,0.00,93.00,1.00,0.00,0.00,0.00,0.91,1.00,0.07,0.07
8.00,114.00,59.00,60.00,59.00,54.00,0.00,0.98,0.00,0.52,432.00,467.00,486.00,0.99,0.48,1.00,0.47,0.99,0.49,1.00,0.47,101.00,59.00,42.00,0.89,0.98,0.78,0.98,0.98,0.00,0.74,40.00,0.00,40.00,1.00,2.00,0.00,0.00,0.74,0.98,0.13,0.13
9.00,806.00,411.00,415.00,411.00,391.00,0.00,0.99,0.00,0.51,"3,519.00","3,915.00","3,910.00",0.99,0.50,1.00,0.50,0.99,0.50,1.00,0.50,784.00,414.00,370.00,0.97,1.00,0.95,0.99,0.99,0.00,0.95,370.00,0.00,370.00,1.00,0.00,0.00,0.00,0.95,1.00,0.00,0.00
10.00,406.00,187.00,192.00,187.00,214.00,0.00,0.97,0.00,0.46,"2,140.00","2,261.00","2,354.00",1.00,0.48,0.99,0.46,1.00,0.48,0.99,0.46,338.00,192.00,146.00,0.83,1.00,0.68,0.98,0.98,0.00,0.67,144.00,0.00,144.00,1.00,2.00,0.00,0.00,0.67,0.98,0.00,0.00
11.00,799.00,389.00,400.00,389.00,399.00,0.00,0.97,0.00,0.49,"4,389.00","4,805.00","4,788.00",0.98,0.50,1.00,0.50,0.98,0.50,1.00,0.50,757.00,389.00,368.00,0.95,0.97,0.92,0.97,0.97,0.00,0.92,368.00,0.00,368.00,1.00,0.00,0.00,0.00,0.92,1.00,0.11,0.11
12.00,424.00,195.00,202.00,195.00,222.00,0.00,0.97,0.00,0.46,"2,664.00","2,834.00","2,886.00",0.99,0.49,1.00,0.48,0.99,0.49,1.00,0.48,359.00,199.00,160.00,0.85,0.99,0.72,0.99,0.99,0.00,0.72,160.00,0.00,160.00,1.00,0.00,0.00,0.00,0.72,1.00,0.13,0.13
13.00,715.00,361.00,361.00,361.00,354.00,0.00,1.00,0.00,0.50,"4,602.00","4,968.00","4,956.00",1.00,0.50,1.00,0.50,1.00,0.50,1.00,0.50,688.00,361.00,327.00,0.96,1.00,0.92,1.00,1.00,0.00,0.91,324.00,0.00,324.00,1.00,3.00,0.00,0.00,0.92,0.99,0.01,0.01
14.00,523.00,248.00,257.00,248.00,266.00,0.00,0.97,0.00,0.47,"3,724.00","3,907.00","3,990.00",0.99,0.47,0.98,0.46,0.99,0.47,0.99,0.46,451.00,254.00,197.00,0.86,0.99,0.74,0.97,0.97,0.00,0.74,196.00,0.00,196.00,1.00,1.00,0.00,0.00,0.74,0.99,0.00,0.00
15.00,"1,559.00",748.00,761.00,748.00,798.00,0.00,0.98,0.00,0.48,"11,970.00","12,780.00","12,768.00",1.00,0.49,0.99,0.49,1.00,0.49,0.99,0.49,"1,520.00",757.00,763.00,0.98,0.99,0.96,0.99,0.99,0.00,0.95,763.00,0.00,763.00,1.00,0.00,0.00,0.00,0.96,0.99,0.07,0.07
16.00,"1,063.00",511.00,524.00,511.00,539.00,0.00,0.98,0.00,0.48,"8,624.00","9,094.00","9,163.00",0.99,0.48,0.99,0.48,1.00,0.48,1.00,0.48,949.00,520.00,429.00,0.89,0.99,0.80,0.98,0.98,0.00,0.79,429.00,0.00,429.00,1.00,0.00,0.00,0.00,0.80,1.00,0.11,0.11
