Dictionary Name,Total Sentences (#),Total Correct Transformations (#),Total Pos->Pos Transformations (#),Correct Pos->Pos Transformations (#),Total Pos->Neg Transformations (#),Correct Pos->Neg Transformations (#),Correct Pos->Pos Transformations (%),Correct Pos->Neg Transformations (%),Total Correct Transformations (%),Total source tokens,Total Prediction Tokens per Source,Total Target Tokens per Source,Pos->Pos Token Precision (%),Pos->Neg Token Precision (%),Pos->Pos Token Recall (%),Pos->Neg Token Recall (%),Pos->Pos Category Precision (%),Pos->Neg Category Precision (%),Pos->Pos Category Recall (%),Pos->Neg Category Recall (%),Parseable Sentences (#),Pos->Pos Parseable Sentences (#),Pos->Neg Parseable Sentences (#),Parseable Sentences (%),Pos->Pos Parseable Sentences (%),Pos->Neg Parseable Sentences (%),Pos->Pos Preseve Tree Structures (%),Pos->Pos Preserve Significant Clauses (%),Pos->Neg Preseve Tree Structures (%),Pos->Neg Preserve Significant Clauses (%),Pos->Neg Predictions with Main Clause (#),Pos->Neg Predictions that Negate Main Clause (#),Pos->Neg Predictions that Negate Outside Main Clause (#),Pos->Neg Predictions that Negate Outside Main Clause (%),Pos->Neg Predictions without Main Clause (#),Pos->Neg Predictions that Negate Main Clause (Denominator: all Pos->Neg sentences),Pos->Neg Predictions that Negate Main Clause (Denominator: only Pos->Neg sentences with main clauses),Pos->Neg Predictions with Main Clause (%),Pos->Neg Predictions Containing the Target Verb (%),Pos->Neg Predictions Negating the Target Verb (Denominator: all pos->neg sentences),Pos->Neg Predictions Negating the Target Verb (Denominator: pos->neg with target verb)
7.00,182.00,77.00,80.00,76.00,102.00,1.00,0.95,0.01,0.42,714.00,783.00,816.00,0.99,0.58,0.99,0.56,1.00,0.58,1.00,0.56,132.00,80.00,52.00,0.73,1.00,0.51,1.00,1.00,0.01,0.46,48.00,1.00,46.00,0.96,4.00,0.01,0.02,0.47,0.87,0.03,0.03
8.00,114.00,58.00,60.00,58.00,54.00,0.00,0.97,0.00,0.51,432.00,486.00,486.00,0.99,0.51,0.99,0.51,0.99,0.51,1.00,0.51,103.00,59.00,44.00,0.90,0.98,0.81,0.98,0.98,0.00,0.80,43.00,0.00,43.00,1.00,1.00,0.00,0.00,0.80,0.98,0.13,0.13
9.00,806.00,368.00,415.00,368.00,391.00,0.00,0.89,0.00,0.46,"3,519.00","3,848.00","3,910.00",0.97,0.50,0.98,0.49,0.98,0.50,0.98,0.49,699.00,406.00,293.00,0.87,0.98,0.75,0.94,0.94,0.00,0.64,261.00,0.00,251.00,0.96,32.00,0.00,0.00,0.67,0.87,0.00,0.00
10.00,406.00,163.00,192.00,163.00,214.00,0.00,0.85,0.00,0.40,"2,140.00","2,372.00","2,354.00",0.93,0.47,0.94,0.47,0.94,0.47,0.95,0.48,380.00,190.00,190.00,0.94,0.99,0.89,0.86,0.86,0.00,0.67,146.00,0.00,143.00,0.98,44.00,0.00,0.00,0.68,0.96,0.00,0.00
11.00,799.00,346.00,400.00,346.00,399.00,0.00,0.87,0.00,0.43,"4,389.00","4,812.00","4,788.00",0.94,0.46,0.94,0.46,0.94,0.46,0.94,0.47,723.00,367.00,356.00,0.90,0.92,0.89,0.87,0.87,0.00,0.78,319.00,0.00,313.00,0.98,37.00,0.00,0.00,0.80,0.99,0.10,0.10
12.00,424.00,146.00,202.00,146.00,222.00,0.00,0.72,0.00,0.34,"2,664.00","2,929.00","2,886.00",0.85,0.41,0.87,0.42,0.85,0.41,0.87,0.42,347.00,168.00,179.00,0.82,0.83,0.81,0.72,0.72,0.00,0.59,135.00,0.00,133.00,0.99,44.00,0.00,0.00,0.61,0.97,0.13,0.13
13.00,715.00,313.00,361.00,313.00,354.00,0.00,0.87,0.00,0.44,"4,602.00","4,866.00","4,956.00",0.97,0.44,0.97,0.44,0.97,0.45,0.97,0.44,617.00,343.00,274.00,0.86,0.95,0.77,0.92,0.92,0.00,0.70,260.00,1.00,254.00,0.98,14.00,0.00,0.00,0.73,0.89,0.02,0.02
14.00,523.00,230.00,257.00,230.00,266.00,0.00,0.89,0.00,0.44,"3,724.00","3,917.00","3,990.00",0.98,0.46,0.97,0.45,0.99,0.46,0.98,0.46,488.00,254.00,234.00,0.93,0.99,0.88,0.95,0.95,0.00,0.81,219.00,0.00,217.00,0.99,15.00,0.00,0.00,0.82,0.92,0.00,0.00
15.00,"1,559.00",665.00,761.00,665.00,798.00,0.00,0.87,0.00,0.43,"11,970.00","12,626.00","12,768.00",0.96,0.45,0.95,0.45,0.96,0.46,0.95,0.45,"1,445.00",722.00,723.00,0.93,0.95,0.91,0.90,0.90,0.00,0.80,672.00,0.00,655.00,0.97,51.00,0.00,0.00,0.84,0.94,0.07,0.07
16.00,"1,063.00",410.00,524.00,410.00,539.00,0.00,0.78,0.00,0.39,"8,624.00","9,064.00","9,163.00",0.91,0.42,0.90,0.42,0.91,0.42,0.90,0.42,943.00,477.00,466.00,0.89,0.91,0.86,0.81,0.81,0.00,0.74,417.00,0.00,409.00,0.98,49.00,0.00,0.00,0.77,0.93,0.11,0.12
